nirf_id,program_level,intake_year,first_year_intake,first_year_admitted,lateral_entry_year,lateral_entry_count,graduating_year,graduating_min_time,students_placed,median_salary,students_higher_studies
IR-E-C-49144,UG,2018-19,420,253,2019-20,30,2021-22,270,218,325000,15
IR-E-C-49144,UG,2019-20,420,215,2020-21,24,2022-23,217,167,380000,29
IR-E-C-49144,UG,2020-21,420,228,2021-22,110,2023-24,238,221,250000,11
IR-E-C-27074,UG,2018-19,420,165,2019-20,24,2021-22,148,130,180000,9
IR-E-C-27074,UG,2019-20,420,209,2020-21,12,2022-23,157,151,200000,6
IR-E-C-27074,UG,2020-21,300,131,2021-22,18,2023-24,93,86,216000,7
IR-E-C-27074,PG,2020-21,72,4,,,2021-22,4,0,0,0
IR-E-C-27074,PG,2021-22,72,10,,,2022-23,10,0,0,0
IR-E-C-27074,PG,2022-23,48,5,,,2023-24,5,0,0,1
IR-E-C-27064,UG,2017-18,1140,985,2018-19,135,2020-21,1027,804,270000,38
IR-E-C-27064,UG,2018-19,1140,890,2019-20,175,2021-22,990,846,288000,28
IR-E-C-27064,UG,2019-20,1080,1010,2020-21,125,2022-23,1040,902,280000,45
IR-E-C-27064,PG,2019-20,90,46,,,2020-21,37,24,300000,7
IR-E-C-27064,PG,2020-21,90,80,,,2021-22,68,60,310000,0
IR-E-C-27064,PG,2021-22,90,79,,,2022-23,62,50,360000,11
IR-E-C-27071,UG,2018-19,420,153,2019-20,14,2021-22,167,162,225000,5
IR-E-C-27071,UG,2019-20,420,300,2020-21,25,2022-23,250,115,250000,36
IR-E-C-27071,UG,2020-21,420,133,2021-22,33,2023-24,166,162,325000,4
IR-E-C-16620,UG,2018-19,1680,1570,2019-20,117,2021-22,1572,590,379000,67
IR-E-C-16620,UG,2019-20,1680,1530,2020-21,112,2022-23,1535,1179,401988,120
IR-E-C-16620,UG,2020-21,1620,1310,2021-22,213,2023-24,1491,1249,401988,64
IR-E-C-16620,PG,2020-21,36,15,,,2021-22,15,11,637632,1
IR-E-C-16620,PG,2021-22,36,24,,,2022-23,24,19,637632,2
IR-E-C-16620,PG,2022-23,36,11,,,2023-24,11,11,637632,0
IR-E-C-27061,UG,2018-19,480,310,2019-20,10,2021-22,320,215,320000,105
IR-E-C-27061,UG,2019-20,480,317,2020-21,3,2022-23,317,235,350000,82
IR-E-C-27061,UG,2020-21,480,261,2021-22,3,2023-24,261,198,350000,63
IR-E-C-27061,PG,2020-21,126,39,,,2021-22,39,30,300000,9
IR-E-C-27061,PG,2021-22,186,120,,,2022-23,118,89,360000,10
IR-E-C-27061,PG,2022-23,186,109,,,2023-24,109,78,360000,11
IR-E-C-27093,UG,2018-19,540,82,2019-20,16,2021-22,71,51,210000,11
IR-E-C-27093,UG,2019-20,540,120,2020-21,6,2022-23,66,32,210000,30
IR-E-C-27093,UG,2020-21,540,32,2021-22,17,2023-24,10,6,213333,2
IR-E-C-27093,PG,2020-21,246,68,,,2021-22,60,23,202500,8
IR-E-C-27093,PG,2021-22,246,87,,,2022-23,53,32,213300,7
IR-E-C-27093,PG,2022-23,246,90,,,2023-24,53,22,370240,10
IR-E-C-27038,UG,2018-19,540,169,2019-20,15,2021-22,155,115,336877,11
IR-E-C-27038,UG,2019-20,540,174,2020-21,9,2022-23,126,77,307500,12
IR-E-C-27038,UG,2020-21,210,127,2021-22,16,2023-24,95,73,227000,8
IR-E-C-27038,PG,2020-21,36,4,,,2021-22,3,2,276000,0
IR-E-C-27038,PG,2021-22,12,6,,,2022-23,3,2,276000,0
IR-E-C-27038,PG,2022-23,6,3,,,2023-24,3,2,260000,0
IR-E-C-16626,UG,2018-19,1800,1775,2019-20,117,2021-22,1793,1444,456000,289
IR-E-C-16626,UG,2019-20,1860,1841,2020-21,113,2022-23,1842,1549,471000,242
IR-E-C-16626,UG,2020-21,1830,1806,2021-22,138,2023-24,1867,1631,540000,201
IR-E-C-16626,PG,2020-21,120,112,,,2021-22,110,108,420000,2
IR-E-C-16626,PG,2021-22,120,118,,,2022-23,115,109,422000,5
IR-E-C-16626,PG,2022-23,120,118,,,2023-24,114,103,530000,6
IR-E-C-27091,UG,2018-19,660,345,2019-20,92,2021-22,406,378,336000,27
IR-E-C-27091,UG,2019-20,660,478,2020-21,77,2022-23,491,457,380000,31
IR-E-C-27091,UG,2020-21,660,406,2021-22,222,2023-24,606,547,380000,37
IR-E-C-27091,PG,2020-21,135,43,,,2021-22,39,34,336000,4
IR-E-C-27091,PG,2021-22,135,76,,,2022-23,66,62,450000,3
IR-E-C-27091,PG,2022-23,132,92,,,2023-24,85,82,450000,3
IR-E-C-27075,UG,2019-20,840,421,2020-21,53,2022-23,456,341,336000,28
IR-E-C-27075,UG,2020-21,840,390,2021-22,62,2023-24,425,309,350000,25
IR-E-C-27075,UG,2021-22,510,436,2022-23,54,2024-25,441,403,500000,34
IR-E-C-27075,PG,2021-22,90,22,,,2022-23,22,3,336000,0
IR-E-C-27075,PG,2022-23,72,7,,,2023-24,7,4,425000,2
IR-E-C-27075,PG,2023-24,18,1,,,2024-25,1,0,0,1
IR-E-C-27058,UG,2018-19,840,844,2019-20,62,2021-22,850,632,500000,33
IR-E-C-27058,UG,2019-20,900,832,2020-21,51,2022-23,826,606,500000,41
IR-E-C-27058,UG,2020-21,1020,900,2021-22,54,2023-24,912,650,500000,93
IR-E-C-27058,PG,2020-21,161,44,,,2021-22,44,23,450000,1
IR-E-C-27058,PG,2021-22,105,49,,,2022-23,48,30,475000,3
IR-E-C-27058,PG,2022-23,105,19,,,2023-24,19,14,500000,1
IR-E-C-27041,UG,2018-19,2018,600,2019-20,286,2021-22,40,231,134,168000
IR-E-C-27041,UG,2019-20,600,387,2020-21,37,2022-23,331,259,180000,30
IR-E-C-27041,UG,2020-21,600,479,2021-22,15,2023-24,349,325,200000,24
IR-E-C-27041,PG,2020-21,2020,168,,,2021-22,146,101,90,240000
IR-E-C-27041,PG,2021-22,168,111,,,2022-23,87,80,264000,0
IR-E-C-27041,PG,2022-23,168,111,,,2023-24,69,69,300000,0
IR-E-C-27082,UG,2018-19,510,342,2019-20,80,2021-22,410,130,246000,12
IR-E-C-27082,UG,2019-20,570,515,2020-21,46,2022-23,539,447,260000,24
IR-E-C-27082,UG,2020-21,570,394,2021-22,147,2023-24,514,436,336000,31
IR-E-C-27082,PG,2020-21,90,77,,,2021-22,72,70,280000,1
IR-E-C-27082,PG,2021-22,90,83,,,2022-23,83,71,280000,2
IR-E-C-27082,PG,2022-23,90,63,,,2023-24,54,41,300000,0
IR-E-C-6580,UG,2018-19,600,305,2019-20,100,2021-22,252,202,304500,6
IR-E-C-6580,UG,2019-20,600,290,2020-21,9,2022-23,279,236,450000,9
IR-E-C-6580,UG,2020-21,600,241,2021-22,14,2023-24,223,196,307200,3
IR-E-C-6580,PG,2020-21,78,20,,,2021-22,20,10,200000,0
IR-E-C-6580,PG,2021-22,58,41,,,2022-23,36,23,290000,0
IR-E-C-6580,PG,2022-23,58,31,,,2023-24,31,26,350000,0
IR-E-C-27095,UG,2018-19,360,102,2019-20,10,2021-22,78,57,168000,4
IR-E-C-27095,UG,2019-20,360,97,2020-21,4,2022-23,52,46,180000,0
IR-E-C-27095,UG,2020-21,300,67,2021-22,74,2023-24,54,54,180000,0
IR-E-C-27077,UG,2018-19,540,370,2019-20,31,2021-22,377,274,250000,44
IR-E-C-27077,UG,2019-20,540,401,2020-21,30,2022-23,345,253,275000,35
IR-E-C-27077,UG,2020-21,540,367,2021-22,66,2023-24,362,252,280000,38
IR-E-C-27077,PG,2020-21,288,138,,,2021-22,136,6,280000,3
IR-E-C-27077,PG,2021-22,288,165,,,2022-23,144,12,302000,4
IR-E-C-27077,PG,2022-23,168,20,,,2023-24,20,4,325000,8
IR-E-C-27084,UG,2018-19,280,164,2019-20,5,2021-22,121,85,168000,4
IR-E-C-27084,UG,2019-20,280,96,2020-21,9,2022-23,52,48,170400,0
IR-E-C-27084,UG,2020-21,280,81,2021-22,46,2023-24,38,36,240000,2
IR-E-C-27032,UG,2018-19,600,37,2019-20,7,2021-22,36,27,216000,2
IR-E-C-27032,UG,2019-20,600,51,2020-21,0,2022-23,48,35,240000,0
IR-E-C-27032,UG,2020-21,600,74,2021-22,125,2023-24,108,50,240000,0
IR-E-C-27032,PG,2020-21,114,56,,,2021-22,51,34,216000,0
IR-E-C-27032,PG,2021-22,114,96,,,2022-23,84,57,240000,0
IR-E-C-27032,PG,2022-23,114,59,,,2023-24,48,13,240000,0
IR-E-C-16590,UG,2019-20,1260,930,2020-21,38,2022-23,852,699,383000,21
IR-E-C-16590,UG,2020-21,1260,845,2021-22,107,2023-24,817,772,520000,20
IR-E-C-16590,UG,2021-22,1260,1180,2022-23,63,2024-25,1021,1004,550000,12
IR-E-C-16590,PG,2021-22,117,104,,,2022-23,78,63,400000,0
IR-E-C-16590,PG,2022-23,144,59,,,2023-24,45,22,400000,0
IR-E-C-16590,PG,2023-24,144,137,,,2024-25,115,103,600000,0
IR-E-C-27087,UG,2017-18,540,295,2018-19,18,2020-21,195,156,150000,27
IR-E-C-27087,UG,2018-19,540,274,2019-20,14,2021-22,186,143,160000,18
IR-E-C-27087,UG,2019-20,540,204,2020-21,19,2022-23,168,137,170000,10
IR-E-C-27087,PG,2019-20,36,10,,,2020-21,5,4,170000,0
IR-E-C-27087,PG,2020-21,18,11,,,2021-22,8,6,180000,0
IR-E-C-27087,PG,2021-22,18,6,,,2022-23,5,4,200000,0
IR-E-C-27051,UG,2018-19,420,250,2019-20,24,2021-22,196,167,264000,10
IR-E-C-27051,UG,2019-20,420,303,2020-21,18,2022-23,186,179,300000,4
IR-E-C-27051,UG,2020-21,360,189,2021-22,50,2023-24,208,180,300000,0
IR-E-C-26794,UG,2018-19,780,781,2019-20,94,2021-22,866,677,633000,47
IR-E-C-26794,UG,2019-20,780,753,2020-21,116,2022-23,834,693,651000,51
IR-E-C-26794,UG,2020-21,840,761,2021-22,163,2023-24,870,692,720000,58
IR-E-C-26794,PG,2020-21,136,97,,,2021-22,92,84,500000,2
IR-E-C-26794,PG,2021-22,136,99,,,2022-23,94,58,520000,4
IR-E-C-26794,PG,2022-23,118,66,,,2023-24,56,23,600000,11
IR-E-C-51677,UG,2018-19,300,268,2019-20,22,2021-22,243,136,200000,6
IR-E-C-51677,UG,2019-20,300,267,2020-21,43,2022-23,201,125,225880,7
IR-E-C-51677,UG,2020-21,300,257,2021-22,51,2023-24,181,138,273846,12
IR-E-C-16491,UG,2017-18,0,0,2018-19,0,2021-22,0,0,0,0
IR-E-C-16491,UG,2018-19,0,0,2019-20,0,2022-23,0,0,0,0
IR-E-C-16491,UG,2019-20,660,29,2020-21,0,2022-23,14,13,250000,1
IR-E-C-16491,UG,2016-17,0,0,2017-18,0,2020-21,0,0,0,0
IR-E-C-16491,PG,2019-20,162,20,,,2020-21,19,8,250000,2
IR-E-C-16491,PG,2020-21,90,48,,,2021-22,37,27,350000,1
IR-E-C-16491,PG,2021-22,180,20,,,2022-23,12,12,300000,0
IR-E-C-45320,UG,2018-19,540,430,2019-20,55,2021-22,473,202,205000,17
IR-E-C-45320,UG,2019-20,540,285,2020-21,16,2022-23,202,117,240000,13
IR-E-C-45320,UG,2020-21,540,202,2021-22,42,2023-24,160,147,250000,13
IR-E-C-45320,PG,2020-21,36,3,,,2021-22,2,0,0,0
IR-E-C-45320,PG,2021-22,36,4,,,2022-23,4,0,0,0
IR-E-C-45320,PG,2022-23,36,2,,,2023-24,2,0,0,0
IR-E-C-49137,UG,2019-20,300,223,2020-21,8,2022-23,113,100,300000,11
IR-E-C-49137,UG,2020-21,300,242,2021-22,24,2023-24,187,154,300000,16
IR-E-C-49137,UG,2021-22,300,256,2022-23,36,2024-25,182,89,300000,21
IR-E-C-26811,UG,2018-19,480,178,2019-20,9,2021-22,162,148,440000,6
IR-E-C-26811,UG,2019-20,480,184,2020-21,8,2022-23,191,187,240000,4
IR-E-C-26811,UG,2020-21,360,148,2021-22,85,2023-24,186,186,310000,0
IR-E-C-26811,PG,2020-21,78,35,,,2021-22,34,29,275000,1
IR-E-C-26811,PG,2021-22,78,62,,,2022-23,50,50,224280,0
IR-E-C-26811,PG,2022-23,78,74,,,2023-24,53,47,322000,1
IR-E-C-56319,UG,2019-20,360,154,2020-21,9,2022-23,133,86,240000,6
IR-E-C-56319,UG,2020-21,360,159,2021-22,9,2023-24,138,98,199992,4
IR-E-C-56319,UG,2021-22,360,198,2022-23,12,2024-25,167,135,252000,7
IR-E-C-56319,PG,2021-22,27,23,,,2022-23,10,0,0,0
IR-E-C-56319,PG,2022-23,27,6,,,2023-24,6,0,0,0
IR-E-C-56319,PG,2023-24,27,7,,,2024-25,6,0,0,0
IR-E-C-26789,UG,2018-19,420,365,2019-20,83,2021-22,441,270,330000,3
IR-E-C-26789,UG,2019-20,420,378,2020-21,96,2022-23,401,227,450000,13
IR-E-C-26789,UG,2020-21,420,342,2021-22,103,2023-24,388,190,340000,27
IR-E-C-26789,PG,2020-21,108,41,,,2021-22,40,7,300000,1
IR-E-C-26789,PG,2021-22,108,44,,,2022-23,39,8,450000,2
IR-E-C-26789,PG,2022-23,108,32,,,2023-24,26,4,350000,2
IR-E-C-26785,UG,2017-18,690,550,2018-19,23,2020-21,531,324,300000,33
IR-E-C-26785,UG,2018-19,690,312,2019-20,31,2021-22,331,284,336000,8
IR-E-C-26785,UG,2019-20,690,357,2020-21,43,2022-23,377,181,300000,10
IR-E-C-26785,PG,2019-20,102,7,,,2020-21,6,5,485000,0
IR-E-C-26785,PG,2020-21,42,3,,,2021-22,3,2,500000,0
IR-E-C-26785,PG,2021-22,30,10,,,2022-23,10,3,400000,0
IR-E-C-26795,UG,2017-18,635,373,2018-19,27,2020-21,359,185,350000,16
IR-E-C-26795,UG,2018-19,635,255,2019-20,21,2021-22,239,225,300000,1
IR-E-C-26795,UG,2019-20,555,172,2020-21,31,2022-23,157,122,350000,6
IR-E-C-26795,PG,2019-20,164,14,,,2020-21,8,4,300000,0
IR-E-C-26795,PG,2020-21,146,16,,,2021-22,16,8,300000,0
IR-E-C-26795,PG,2021-22,126,20,,,2022-23,14,12,300000,0
IR-E-C-26783,UG,2018-19,1500,1163,2019-20,69,2021-22,1120,960,365556,18
IR-E-C-26783,UG,2019-20,1380,1036,2020-21,38,2022-23,874,844,400000,20
IR-E-C-26783,UG,2020-21,1290,963,2021-22,79,2023-24,863,837,600000,26
IR-E-C-26783,PG,2020-21,126,29,,,2021-22,23,2,350000,0
IR-E-C-26783,PG,2021-22,126,23,,,2022-23,21,1,400000,0
IR-E-C-26783,PG,2022-23,72,11,,,2023-24,10,2,300000,0
IR-E-C-16572,UG,2018-19,1050,887,2019-20,80,2021-22,933,696,550000,174
IR-E-C-16572,UG,2019-20,1050,755,2020-21,77,2022-23,792,604,550000,158
IR-E-C-16572,UG,2020-21,1110,817,2021-22,105,2023-24,879,672,600000,181
IR-E-C-16572,PG,2020-21,138,16,,,2021-22,16,13,450000,2
IR-E-C-16572,PG,2021-22,123,23,,,2022-23,21,18,450000,2
IR-E-C-16572,PG,2022-23,72,7,,,2023-24,7,6,475000,0
IR-E-C-26814,UG,2018-19,450,65,2019-20,7,2021-22,61,39,360000,1
IR-E-C-26814,UG,2019-20,420,82,2020-21,14,2022-23,96,54,400000,0
IR-E-C-26814,UG,2020-21,300,77,2021-22,76,2023-24,121,115,420000,3
IR-E-C-26814,PG,2020-21,45,23,,,2021-22,23,7,420000,0
IR-E-C-26814,PG,2021-22,36,29,,,2022-23,29,14,500000,0
IR-E-C-26814,PG,2022-23,36,23,,,2023-24,23,23,600000,0
IR-E-C-26808,UG,2018-19,340,77,2019-20,4,2021-22,53,48,200000,5
IR-E-C-26808,UG,2019-20,310,46,2020-21,0,2022-23,36,22,200000,4
IR-E-C-26808,UG,2020-21,310,94,2021-22,19,2023-24,82,37,200000,10
IR-E-C-26808,PG,2020-21,105,32,,,2021-22,25,18,200000,0
IR-E-C-26808,PG,2021-22,105,81,,,2022-23,66,38,200000,0
IR-E-C-26808,PG,2022-23,114,10,,,2023-24,10,9,200000,0
IR-E-C-26807,UG,2017-18,420,253,2018-19,9,2020-21,227,227,140000,0
IR-E-C-26807,UG,2018-19,420,217,2019-20,9,2021-22,156,156,140000,0
IR-E-C-26807,UG,2019-20,300,136,2020-21,8,2022-23,138,114,266950,4
IR-E-C-26807,PG,2019-20,63,13,,,2020-21,13,13,140000,0
IR-E-C-26807,PG,2020-21,63,7,,,2021-22,6,6,140000,0
IR-E-C-26807,PG,2021-22,63,8,,,2022-23,8,0,0,0
IR-E-C-26784,UG,2018-19,480,140,2019-20,6,2021-22,96,88,216000,8
IR-E-C-26784,UG,2019-20,300,78,2020-21,10,2022-23,45,35,240000,10
IR-E-C-26784,UG,2020-21,330,63,2021-22,26,2023-24,41,33,360000,8
IR-E-C-26784,PG,2020-21,54,16,,,2021-22,15,15,288000,0
IR-E-C-26784,PG,2021-22,54,28,,,2022-23,10,10,312000,0
IR-E-C-26784,PG,2022-23,54,26,,,2023-24,13,13,322000,0
IR-E-C-26781,UG,2018-19,600,465,2019-20,24,2021-22,464,378,442385,15
IR-E-C-26781,UG,2019-20,510,454,2020-21,23,2022-23,436,347,491648,21
IR-E-C-26781,UG,2020-21,510,433,2021-22,32,2023-24,406,307,378210,28
IR-E-C-26781,PG,2020-21,45,2,,,2021-22,2,2,475000,0
IR-E-C-26781,PG,2021-22,45,18,,,2022-23,18,6,400000,1
IR-E-C-26781,PG,2022-23,45,1,,,2023-24,1,1,400000,0
IR-E-C-16594,UG,2017-18,60,46,2018-19,0,2020-21,41,41,216000,0
IR-E-C-16594,UG,2018-19,60,14,2019-20,0,2021-22,7,7,174000,0
IR-E-C-16594,UG,2019-20,60,3,2020-21,4,2022-23,0,0,0,0
IR-E-C-26797,UG,2017-18,450,140,2018-19,6,2020-21,112,96,180000,10
IR-E-C-26797,UG,2018-19,450,50,2019-20,21,2021-22,51,45,190000,6
IR-E-C-26797,UG,2019-20,450,80,2020-21,7,2022-23,25,21,204000,4
IR-E-C-26797,PG,2019-20,13,4,,,2020-21,3,2,360000,1
IR-E-C-26797,PG,2020-21,13,4,,,2021-22,4,2,400000,1
IR-E-C-26797,PG,2021-22,13,1,,,2022-23,1,1,360000,0
IR-E-C-16518,UG,2018-19,510,333,2019-20,5,2021-22,244,236,238000,8
IR-E-C-16518,UG,2019-20,450,383,2020-21,5,2022-23,224,209,259948,10
IR-E-C-16518,UG,2020-21,360,333,2021-22,5,2023-24,200,187,400000,6
IR-E-C-16550,UG,2018-19,480,261,2019-20,8,2021-22,262,228,400000,4
IR-E-C-16550,UG,2019-20,420,269,2020-21,4,2022-23,257,180,400000,17
IR-E-C-16550,UG,2020-21,510,283,2021-22,16,2023-24,284,175,350000,28
IR-E-C-16465,UG,2019-20,480,198,2020-21,18,2022-23,109,98,334000,0
IR-E-C-16465,UG,2020-21,300,203,2021-22,30,2023-24,123,110,331000,1
IR-E-C-16465,UG,2021-22,300,203,2022-23,15,2024-25,154,137,327000,6
IR-E-C-16619,UG,2019-20,480,113,2020-21,10,2022-23,85,65,400000,2
IR-E-C-16619,UG,2020-21,330,40,2021-22,78,2023-24,45,40,275000,0
IR-E-C-16619,UG,2021-22,330,115,2022-23,54,2024-25,105,70,300000,6
IR-E-C-16619,PG,2021-22,27,8,,,2022-23,8,4,400000,0
IR-E-C-16619,PG,2022-23,27,10,,,2023-24,7,0,0,0
IR-E-C-16619,PG,2023-24,87,50,,,2024-25,41,41,400000,0
IR-E-C-16571,UG,2018-19,540,79,2019-20,15,2021-22,72,44,250000,3
IR-E-C-16571,UG,2019-20,360,134,2020-21,27,2022-23,119,102,300000,5
IR-E-C-16571,UG,2020-21,360,152,2021-22,74,2023-24,155,130,330000,5
IR-E-C-16571,PG,2020-21,27,3,,,2021-22,3,2,250000,0
IR-E-C-16571,PG,2021-22,27,16,,,2022-23,6,2,250000,0
IR-E-C-16571,PG,2022-23,27,3,,,2023-24,1,0,0,0
IR-E-C-16539,UG,2016-17,1020,964,2017-18,43,2019-20,887,527,300000,36
IR-E-C-16539,UG,2017-18,1020,801,2018-19,28,2020-21,825,531,375000,38
IR-E-C-16539,UG,2018-19,960,752,2019-20,10,2021-22,761,495,450000,40
IR-E-C-16539,PG,2018-19,210,131,,,2019-20,124,20,300000,3
IR-E-C-16539,PG,2019-20,180,79,,,2020-21,75,15,375000,4
IR-E-C-16539,PG,2020-21,150,84,,,2021-22,75,10,450000,5
IR-E-C-16560,UG,2018-19,1020,770,2019-20,102,2021-22,801,743,520000,58
IR-E-C-16560,UG,2019-20,1080,741,2020-21,142,2022-23,861,776,528000,85
IR-E-C-16560,UG,2020-21,1080,875,2021-22,206,2023-24,1064,955,550000,109
IR-E-C-16560,PG,2020-21,90,30,,,2021-22,30,30,3250000,0
IR-E-C-16560,PG,2021-22,90,52,,,2022-23,52,52,325000,0
IR-E-C-16560,PG,2022-23,90,26,,,2023-24,26,26,380000,0
IR-E-C-16618,UG,2018-19,600,590,2019-20,5,2021-22,541,0,0,3
IR-E-C-16618,UG,2019-20,480,468,2020-21,12,2022-23,438,133,350000,8
IR-E-C-16618,UG,2020-21,540,373,2021-22,31,2023-24,346,330,385000,12
IR-E-C-16618,PG,2020-21,87,79,,,2021-22,79,62,350000,0
IR-E-C-16618,PG,2021-22,87,78,,,2022-23,69,48,350000,10
IR-E-C-16618,PG,2022-23,87,64,,,2023-24,64,60,350000,4
IR-E-C-16525,UG,2013-14,780,674,2014-15,47,2016-17,502,460,240000,39
IR-E-C-16525,UG,2014-15,780,629,2015-16,18,2017-18,528,376,350000,21
IR-E-C-16525,UG,2015-16,780,629,2016-17,43,2018-19,514,472,350000,31
IR-E-C-16525,PG,2015-16,103,29,,,2016-17,25,23,250000,2
IR-E-C-16525,PG,2016-17,103,15,,,2017-18,15,10,350000,1
IR-E-C-16525,PG,2017-18,18,11,,,2018-19,11,10,350000,1
IR-E-C-16480,UG,2018-19,420,358,2019-20,25,2021-22,366,306,400000,7
IR-E-C-16480,UG,2019-20,420,353,2020-21,24,2022-23,344,283,400000,19
IR-E-C-16480,UG,2020-21,420,314,2021-22,31,2023-24,312,221,420000,17
IR-E-C-16480,PG,2020-21,18,7,,,2021-22,7,2,240000,0
IR-E-C-16480,PG,2021-22,18,13,,,2022-23,13,8,300000,0
IR-E-C-16480,PG,2022-23,18,2,,,2023-24,0,0,0,0
IR-E-C-16611,UG,2018-19,840,401,2019-20,33,2021-22,434,303,379000,14
IR-E-C-16611,UG,2019-20,780,427,2020-21,52,2022-23,451,431,425000,10
IR-E-C-16611,UG,2020-21,630,446,2021-22,70,2023-24,505,451,425000,11
IR-E-C-16604,UG,2018-19,960,1025,2019-20,79,2021-22,1083,905,760000,98
IR-E-C-16604,UG,2019-20,780,842,2020-21,69,2022-23,845,677,800000,115
IR-E-C-16604,UG,2020-21,780,802,2021-22,72,2023-24,803,624,860000,155
IR-E-C-16604,PG,2020-21,180,50,,,2021-22,44,36,600000,7
IR-E-C-16604,PG,2021-22,180,46,,,2022-23,44,40,600000,3
IR-E-C-16604,PG,2022-23,180,42,,,2023-24,39,36,620000,2
IR-E-C-16604,PG,2017-18,0,0,,,2021-22,0,0,0,0
IR-E-C-16604,PG,2018-19,0,0,,,2022-23,0,0,0,0
IR-E-C-16604,PG,2019-20,0,0,,,2023-24,0,0,0,0
IR-E-I-1078,UG,2018-19,840,547,2019-20,7,2021-22,512,487,372000,22
IR-E-I-1078,UG,2019-20,780,600,2020-21,12,2022-23,579,515,410000,64
IR-E-I-1078,UG,2020-21,720,592,2021-22,42,2023-24,603,548,443000,52
IR-E-I-1078,PG,2020-21,81,37,,,2021-22,35,32,395000,2
IR-E-I-1078,PG,2021-22,81,77,,,2022-23,72,69,403000,3
IR-E-I-1078,PG,2022-23,81,46,,,2023-24,45,43,412000,1
IR-E-C-16617,UG,2018-19,0,0,2019-20,0,2021-22,0,0,0,0
IR-E-C-16617,UG,2019-20,660,0,2020-21,62,2022-23,0,0,0,0
IR-E-C-16617,UG,2020-21,660,65,2021-22,137,2023-24,46,35,215245,0
IR-E-C-16530,UG,2018-19,660,182,2019-20,33,2021-22,186,175,240000,1
IR-E-C-16530,UG,2019-20,660,13,2020-21,16,2022-23,24,13,230000,1
IR-E-C-16530,UG,2020-21,540,40,2021-22,20,2023-24,50,40,220000,0
IR-E-C-16625,UG,2018-19,750,297,2019-20,11,2021-22,179,165,270000,0
IR-E-C-16625,UG,2019-20,780,482,2020-21,11,2022-23,316,262,280000,2
IR-E-C-16625,UG,2020-21,780,592,2021-22,17,2023-24,320,314,420000,3
IR-E-C-16625,PG,2020-21,183,77,,,2021-22,60,55,320000,1
IR-E-C-16625,PG,2021-22,192,79,,,2022-23,75,70,320000,0
IR-E-C-16625,PG,2022-23,252,112,,,2023-24,98,79,360000,0
IR-E-C-16549,UG,2018-19,540,313,2019-20,13,2021-22,303,298,325000,5
IR-E-C-16549,UG,2019-20,540,365,2020-21,8,2022-23,276,247,340000,10
IR-E-C-16549,UG,2020-21,390,278,2021-22,10,2023-24,177,158,359000,19
IR-E-C-16549,PG,2020-21,78,22,,,2021-22,21,7,360000,0
IR-E-C-16549,PG,2021-22,78,58,,,2022-23,42,28,350000,1
IR-E-C-16549,PG,2022-23,72,52,,,2023-24,38,37,340000,1
IR-E-C-16576,UG,2018-19,600,596,2019-20,17,2021-22,570,486,404000,33
IR-E-C-16576,UG,2019-20,780,758,2020-21,12,2022-23,718,467,415000,51
IR-E-C-16576,UG,2020-21,840,849,2021-22,28,2023-24,825,694,460755,97
IR-E-C-16576,PG,2020-21,54,27,,,2021-22,22,22,450000,0
IR-E-C-16576,PG,2021-22,54,38,,,2022-23,23,23,500000,0
IR-E-C-16576,PG,2022-23,54,46,,,2023-24,46,46,540000,0
IR-E-C-16567,UG,2017-18,720,422,2018-19,6,2020-21,325,115,300000,0
IR-E-C-16567,UG,2018-19,540,209,2019-20,0,2021-22,183,161,450000,0
IR-E-C-16567,UG,2019-20,360,320,2020-21,0,2022-23,244,240,200000,4
IR-E-C-16567,PG,2019-20,54,3,,,2020-21,3,2,240000,0
IR-E-C-16567,PG,2020-21,54,0,,,2021-22,0,0,0,0
IR-E-C-16567,PG,2021-22,36,7,,,2022-23,1,1,180000,0
IR-E-C-16521,UG,2016-17,820,464,2017-18,7,2019-20,398,91,250000,150
IR-E-C-16521,UG,2017-18,820,259,2018-19,6,2020-21,218,57,280000,110
IR-E-C-16521,UG,2018-19,820,111,2019-20,14,2021-22,111,72,310000,35
IR-E-C-16521,PG,2018-19,330,38,,,2019-20,38,20,300000,9
IR-E-C-16521,PG,2019-20,240,51,,,2020-21,45,26,400000,12
IR-E-C-16521,PG,2020-21,99,21,,,2021-22,18,11,620000,6
IR-E-C-16543,UG,2018-19,840,338,2019-20,15,2021-22,334,307,336000,15
IR-E-C-16543,UG,2019-20,840,312,2020-21,15,2022-23,312,234,336000,20
IR-E-C-16543,UG,2020-21,840,308,2021-22,50,2023-24,324,285,300000,31
IR-E-C-16543,PG,2020-21,27,2,,,2021-22,2,1,360000,0
IR-E-C-16543,PG,2021-22,27,7,,,2022-23,5,3,360000,0
IR-E-C-16543,PG,2022-23,27,2,,,2023-24,2,2,360000,0
IR-E-C-16599,UG,2018-19,480,154,2019-20,10,2021-22,122,106,250000,10
IR-E-C-16599,UG,2019-20,480,113,2020-21,156,2022-23,224,211,360000,11
IR-E-C-16599,UG,2020-21,480,124,2021-22,43,2023-24,139,129,360000,5
IR-E-C-16599,PG,2020-21,96,44,,,2021-22,35,25,300000,0
IR-E-C-16599,PG,2021-22,96,52,,,2022-23,49,49,420000,0
IR-E-C-16599,PG,2022-23,96,81,,,2023-24,77,75,420000,2
