id,counselling_code,branch,year,oc,bc,bcm,mbc,sc,sca,st
985,2350,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"136,871*",—,—,—,—,—,—
986,2350,MECHANICAL ENGINEERING,2021,"136,957*",—,—,—,—,—,—
987,2354,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
988,2354,COMPUTER SCIENCE AND ENGINEERING,2021,"60,183","92,709",—,"68,231","135,528","64,790","61,918"
989,2354,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"65,363*",—,—,—,—,—,—
990,2354,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"101,547","129,850*",—,—,—,"119,727",—
991,2354,MECHANICAL ENGINEERING,2021,"136,022",—,—,—,—,—,—
992,2355,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
993,2355,COMPUTER SCIENCE AND ENGINEERING,2021,"57,450*",—,—,—,—,—,—
994,2355,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,—,—,—,—,—,—,—
995,2355,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,—,—,—,—,—,—,—
996,2355,MECHANICAL ENGINEERING,2021,—,—,—,—,—,—,—
997,2356,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
998,2356,COMPUTER SCIENCE AND ENGINEERING,2021,—,—,—,—,—,—,—
999,2356,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"91,688*",—,—,—,—,—,—
1000,2356,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,—,—,—,—,—,—,—
1001,2356,MECHANICAL ENGINEERING,2021,"64,874*",—,—,—,—,—,—
1002,2357,AGRICULTURE ENGINEERING,2021,"32,888","50,696","43,941*","65,664","124,746","110,695",—
1003,2357,Artificial Intelligence and Data Science,2021,"43,080","61,146","84,573","55,837","127,833","121,159",—
1004,2357,CIVIL ENGINEERING,2021,"93,288","127,150",—,"127,814","124,794*",—,—
1005,2357,COMPUTER SCIENCE AND ENGINEERING,2021,"56,812","71,525","72,977","70,194","127,062","90,238","96,774"
1006,2357,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"66,889","123,350",—,"112,944","135,432","79,386",—
1007,2357,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"56,074","75,814","121,177","78,020","133,400*","89,763",—
1008,2357,INFORMATION TECHNOLOGY,2021,"60,821","73,758","70,244","68,555","122,960","131,174",—
1009,2357,MECHANICAL ENGINEERING,2021,"99,201","122,855","114,343","117,090","133,882*",—,—
1010,2360,COMPUTER SCIENCE AND ENGINEERING,2021,"83,894","131,662*",—,"115,650","134,979*","125,744",—
1011,2360,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"118,155*",—,—,—,—,—,—
1012,2360,MECHANICAL ENGINEERING,2021,"133,732*",—,—,—,—,—,—
1013,2360,Mechatronics Engineering,2021,"131,378*",—,—,—,—,—,—
1014,2367,Artificial Intelligence and Data Science,2021,"131,598*",—,—,—,—,—,—
1015,2367,CIVIL ENGINEERING,2021,"112,004*",—,—,—,—,—,—
1016,2367,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2021,"135,824*",—,—,—,—,—,—
1017,2367,COMPUTER SCIENCE AND ENGINEERING,2021,"130,736",—,—,—,—,—,—
1018,2367,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"73,020*",—,—,—,—,—,—
1019,2367,MECHANICAL ENGINEERING,2021,"111,621*",—,—,—,—,—,—
1020,2369,CIVIL ENGINEERING,2021,"50,706","79,854","124,044","68,108","82,165","115,266",—
1021,2369,COMPUTER SCIENCE AND ENGINEERING,2021,"18,467","27,789","33,654","21,618","52,359","64,646",—
1022,2369,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"35,769","45,866","80,932","41,619","66,467","100,239",—
1023,2369,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"26,601","33,035","48,510","32,063","60,556","78,894","59,773"
1024,2369,MECHANICAL ENGINEERING,2021,"51,876","68,741","72,603","62,568","84,952","90,728",—
1025,2377,CIVIL ENGINEERING,2021,"13,363","16,337","15,589","20,553","41,308","63,325",—
1026,2377,COMPUTER SCIENCE AND ENGINEERING,2021,"1,701","2,124","4,200","2,921","13,704",—,—
1027,2377,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"4,020","5,468","6,873","4,626","25,171","29,831","71,803"
1028,2377,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"2,556","3,007","4,859","2,650","16,406","14,843","21,090"
1029,2377,MECHANICAL ENGINEERING,2021,"7,908","10,112","11,536","8,073","41,911","43,938",—
1030,2601,AERONAUTICAL ENGINEERING,2021,"130,260",—,—,—,—,—,—
1031,2601,BIO MEDICAL ENGINEERING,2021,"61,378","127,744*","69,461","126,629","83,410*",—,—
1032,2601,BIO TECHNOLOGY,2021,"49,380","84,676","73,846*","95,883","136,624*",—,—
1033,2601,CHEMICAL ENGINEERING,2021,"93,922","135,443*","94,715","129,234*",—,—,—
1034,2601,CIVIL ENGINEERING,2021,"135,183*",—,—,—,—,—,—
1035,2601,COMPUTER SCIENCE AND ENGINEERING,2021,"35,916","49,947","80,374","41,060","121,681","129,467*",—
1036,2601,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"81,453","114,326","115,946","84,643",—,—,—
1037,2601,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"63,144","86,968","120,964","75,205","132,794*",—,—
1038,2601,INFORMATION TECHNOLOGY,2021,"41,810","51,622","59,372","46,792","102,692",—,—
1039,2601,MECHANICAL ENGINEERING,2021,"129,687","136,710*",—,"133,627*",—,—,—
1040,2602,COMPUTER SCIENCE AND ENGINEERING,2021,"136,319*",—,—,—,—,—,—
1041,2602,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"119,609*",—,—,—,—,—,—
1042,2602,INDUSTRIAL ENGINEERING,2021,"136,567*",—,—,—,—,—,—
1043,2602,MECHANICAL ENGINEERING,2021,—,—,—,—,—,—,—
1044,2602,MEDICAL ELECTRONICS ENGINEERING,2021,"95,449","135,718*",—,"107,247","111,177","102,294","133,879"
1045,2603,COMPUTER SCIENCE AND ENGINEERING,2021,"11,472","12,623","14,039","16,584","38,187","50,473",—
1046,2603,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"24,436","30,658","32,106","36,491","59,126","44,827",—
1047,2603,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"15,956","20,775","22,277","22,173","46,457","52,201","98,121"
1048,2603,MECHANICAL ENGINEERING,2021,"36,013","48,195","64,272","42,815","73,230","106,002","119,164"
1049,2606,AERONAUTICAL ENGINEERING,2021,"127,706*",—,—,—,—,—,—
1050,2606,CIVIL ENGINEERING,2021,"134,664*",—,—,—,—,—,—
1051,2606,COMPUTER SCIENCE AND ENGINEERING,2021,"84,472","136,857*",—,—,"133,235",—,—
1052,2606,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"133,513",—,—,—,—,—,—
1053,2606,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"123,284","136,171*",—,"136,635*",—,—,—
1054,2606,MECHANICAL ENGINEERING,2021,"136,603*",—,—,—,—,—,—
1055,2607,Artificial Intelligence and Data Science,2021,"33,555","50,559","70,352","61,916","125,627*","90,571",—
1056,2607,BIO TECHNOLOGY,2021,"32,515","66,148","60,433","57,100","135,977*","104,154*",—
1057,2607,CIVIL ENGINEERING,2021,"72,101","124,477*",—,—,—,—,—
1058,2607,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2021,"55,528","63,107","75,765","74,716",—,"133,107",—
1059,2607,COMPUTER SCIENCE AND ENGINEERING,2021,"32,950","39,894","90,286","49,054","129,827","89,103",—
1060,2607,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"59,050","78,430",—,"91,736",—,—,—
1061,2607,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"46,153","58,058","124,356*","53,718","113,517*",—,—
1062,2607,FOOD TECHNOLOGY,2021,"55,840","88,241",—,"77,124","122,152*","134,791",—
1063,2607,INFORMATION TECHNOLOGY,2021,"44,103","49,277","64,652","52,712","135,407","115,195*",—
1064,2607,MECHANICAL ENGINEERING,2021,"104,249","132,623",—,"105,395","115,552*","131,674",—
1065,2607,Mechatronics Engineering,2021,"84,008","126,899",—,"99,038",—,"136,384",—
1066,2607,TEXTILE TECHNOLOGY,2021,"74,099","119,856",—,"128,502",—,"81,303",—
1067,2608,Artificial Intelligence and Data Science,2021,"36,821","44,544",—,"44,377","132,276*",—,—
1068,2608,Artificial Intelligence and Machine Learning,2021,"33,092","44,998","83,858","43,638","74,815*",—,—
1069,2608,CIVIL ENGINEERING,2021,"101,250","123,249","135,692","111,446","117,844*",—,—
1070,2608,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2021,"33,459","43,594","57,514",—,"64,994*",—,—
1071,2608,COMPUTER SCIENCE AND ENGINEERING,2021,"19,163","26,181","46,861","22,066","125,040*","82,791*",—
1072,2608,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"44,735","56,159","112,820","60,331","118,074*",—,—
1073,2608,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"34,412","45,087","113,346","42,956","130,564*","91,626*",—
1074,2608,INFORMATION TECHNOLOGY,2021,"29,511","33,492","62,982","37,253","135,339*","78,276",—
1075,2608,MECHANICAL ENGINEERING,2021,"79,285","97,957",—,"100,974","131,519*",—,—
1076,2609,AERONAUTICAL ENGINEERING,2021,"113,927","133,964*",—,—,—,—,—
1077,2609,AEROSPACE ENGINEERING,2021,"128,768",—,—,—,"134,037*","132,871",—
1078,2609,AGRICULTURE ENGINEERING,2021,"71,358","131,564*",—,—,"89,094*",—,—
1079,2609,Artificial Intelligence and Data Science,2021,"63,914","82,278","96,126","75,945","134,340*","126,471",—
1080,2609,CHEMICAL ENGINEERING,2021,"109,214","128,304*",—,"117,391","135,597*",—,—
1081,2609,CIVIL ENGINEERING,2021,"128,870",—,—,—,—,—,"135,484"
1082,2609,COMPUTER SCIENCE AND ENGINEERING,2021,"76,935","98,870","126,308","92,628","124,195*","113,205*",—
1083,2609,Cyber Security,2021,"65,954","84,902","117,836","98,123","126,758*",—,"117,204"
1084,2609,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"115,068","128,754*",—,"134,454*","135,990*","122,428*","124,172"
1085,2609,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"93,799","126,317","120,303*","116,427",—,—,—
1086,2609,FOOD TECHNOLOGY,2021,"99,293","128,313*",—,—,"125,972*","117,238",—
1087,2609,INFORMATION TECHNOLOGY,2021,"75,672","99,254","105,701","98,493","126,708*","127,557","106,510"
1088,2609,MECHANICAL ENGINEERING,2021,"121,034","133,536*",—,"124,977","133,905*",—,—
1089,2609,PHARMACEUTICAL ENGINEERING,2021,"116,800","125,637*","125,529",—,"134,129","136,858*",—
1090,2610,Artificial Intelligence and Data Science,2021,"67,826","84,030","113,827*",—,"98,379*",—,—
1091,2610,BIO MEDICAL ENGINEERING,2021,"82,265","136,165*","125,157*","103,886","123,188","105,980",—
1092,2610,BIO TECHNOLOGY,2021,"86,418","135,959*","98,269","123,615","136,929*","115,582",—
1093,2610,CIVIL ENGINEERING,2021,"135,639",—,—,—,"136,640*",—,—
1094,2610,COMPUTER SCIENCE AND ENGINEERING,2021,"46,761","64,864","130,307*","68,450","121,388*","118,184","127,095"
1095,2610,Cyber Security,2021,"83,620","105,411",—,"85,501","130,911*","130,059",—
1096,2610,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"103,297","130,779",—,"115,485","133,753*",—,—
1097,2610,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"74,854","100,867",—,"108,781","131,345*","128,949*","94,626"
1098,2610,INFORMATION TECHNOLOGY,2021,"48,736","66,651","123,232","60,633","136,227*","105,682","130,623"
1099,2610,MECHANICAL ENGINEERING,2021,"124,190","135,919*",—,"133,065",—,"135,368*",—
1100,2610,Mechatronics Engineering,2021,"126,927","136,427*",—,—,—,—,—
1101,2610,ROBOTICS AND AUTOMATION,2021,"112,076","136,123*",—,"125,960",—,—,—
1102,2611,AERONAUTICAL ENGINEERING,2021,"121,106","135,303*","132,103*",—,"136,456*",—,—
1103,2611,AGRICULTURE ENGINEERING,2021,"98,152","130,398*","112,960*",—,"135,516*","111,510*","123,111"
1104,2611,BIO MEDICAL ENGINEERING,2021,"80,185","125,986*","102,574*","89,237","132,022","132,691*",—
1105,2611,CHEMICAL ENGINEERING,2021,"126,297","134,564*","129,547",—,"128,044*",—,—
1106,2611,CIVIL ENGINEERING,2021,"127,169","132,535*",—,—,"128,753*",—,—
1107,2611,COMPUTER SCIENCE AND ENGINEERING,2021,"55,050","83,867","126,465","56,108","132,925","105,787*","77,550"
1108,2611,Cyber Security,2021,"48,076","88,706","60,995","102,763","119,687",—,—
1109,2611,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"99,802","130,145",—,"126,210","135,820*","124,681",—
1110,2611,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"86,700","111,850","126,834*","118,700","136,284*","130,823*","127,667"
1111,2611,FOOD TECHNOLOGY,2021,"82,431","136,525*","133,800*","117,572*","124,272*","130,651*",—
1112,2611,INFORMATION TECHNOLOGY,2021,"50,505","70,666","98,463","54,901","100,247","67,914","131,075"
1113,2611,MECHANICAL ENGINEERING,2021,"125,435","136,080*",—,"129,741","129,268*",—,"131,627"
1114,2611,MECHATRONICS,2021,"104,440","135,125*","133,662","119,717","108,294*",—,—
1115,2611,MEDICAL ELECTRONICS ENGINEERING,2021,"136,386*",—,—,—,—,—,—
1116,2611,PHARMACEUTICAL ENGINEERING,2021,"132,289","135,872*",—,—,"133,131*",—,"134,254"
1117,2612,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
1118,2612,COMPUTER SCIENCE AND ENGINEERING,2021,"136,528*",—,—,—,—,—,—
1119,2612,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,—,—,—,—,—,—,—
1120,2612,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"136,531*",—,—,—,—,—,—
1121,2612,MECHANICAL ENGINEERING,2021,—,—,—,—,—,—,—
1122,2613,AUTOMOBILE ENGINEERING,2021,"135,093",—,—,—,—,—,—
1123,2613,CIVIL ENGINEERING,2021,"109,273","132,928*",—,—,"135,958*","120,939",—
1124,2613,COMPUTER SCIENCE AND ENGINEERING,2021,"52,020","62,984","92,902","62,772","134,923*","99,219","118,893"
1125,2613,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"83,395","109,722",—,"108,588",—,—,—
1126,2613,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"64,122","83,156","117,262*","81,282","135,538*","130,424",—
1127,2613,INFORMATION TECHNOLOGY,2021,"47,026","60,219","123,505",—,"97,513*",—,—
1128,2613,MECHANICAL ENGINEERING,2021,"105,325","130,166*",—,"123,319",—,—,—
1129,2613,Safety and Fire Engineering,2021,"118,801","119,825*",—,—,—,—,—
1130,2614,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
1131,2614,COMPUTER SCIENCE AND ENGINEERING,2021,"116,602","136,268*",—,"117,012","129,366*",—,—
1132,2614,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"134,345",—,—,—,—,—,—
1133,2614,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"130,587*",—,—,—,—,—,—
1134,2614,INFORMATION TECHNOLOGY,2021,"134,854*",—,—,—,—,—,—
1135,2614,MECHANICAL ENGINEERING,2021,"128,246*",—,—,—,—,—,—
1136,2614,PETRO CHEMICAL TECHNOLOGY,2021,"135,936*",—,—,—,—,—,—
1137,2614,PETROLEUM ENGINEERING,2021,"70,737*",—,—,—,—,—,—
1138,2614,TEXTILE CHEMISTRY,2021,"130,463*",—,—,—,—,—,—
1139,2614,TEXTILE TECHNOLOGY,2021,"102,747","129,828*",—,—,—,—,—
1140,2615,CIVIL ENGINEERING,2021,"23,016","32,241","47,511","31,066","49,758","77,319","79,880"
1141,2615,COMPUTER SCIENCE AND ENGINEERING,2021,"3,676","5,134","11,909","5,212","17,957","24,308",—
1142,2615,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"8,244","9,813","14,681","8,801","28,522","40,209",—
1143,2615,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"5,374","6,305","11,439","6,002","20,411","33,510",—
1144,2615,MECHANICAL ENGINEERING,2021,"22,239","31,468","29,163","36,162","48,078","65,524","63,035"
1145,2615,METALLURGICAL ENGINEERING,2021,"16,844","25,560","43,920","19,447","58,362","73,574","86,987"
1146,2617,CIVIL ENGINEERING,2021,"118,783*",—,—,—,—,—,—
1147,2617,COMPUTER SCIENCE AND ENGINEERING,2021,"85,355","102,894","127,659","89,388","128,318*","99,108",—
1148,2617,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"133,888*",—,—,—,—,—,—
1149,2617,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"130,095","130,628*",—,—,"132,726*",—,—
1150,2617,MECHANICAL ENGINEERING,2021,"125,028*",—,—,—,—,—,—
1151,2618,Artificial Intelligence and Data Science,2021,"24,512","28,771","44,031","31,648","80,515","90,391",—
1152,2618,BIO MEDICAL ENGINEERING,2021,"44,925","63,139","68,181","50,375","115,795","124,450",—
1153,2618,CIVIL ENGINEERING,2021,"64,182","97,575","81,932*","99,704","135,477*","131,048*",—
1154,2618,COMPUTER SCIENCE AND ENGINEERING,2021,"16,874","21,654","45,036","21,789","89,404","121,087",—
1155,2618,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"39,969","49,255","78,174","42,057","131,051","106,145*",—
1156,2618,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"28,571","34,473","57,642","32,091","114,271","63,572*",—
1157,2618,FASHION TECHNOLOGY,2021,"79,575","100,972",—,"119,499","136,425*",—,—
1158,2618,INFORMATION TECHNOLOGY,2021,"22,716","25,486","45,504","28,204","100,453","73,298*","108,573"
1159,2618,MECHANICAL ENGINEERING,2021,"71,009","88,731","117,357*","84,959","132,599*",—,—
1160,2618,Mechatronics Engineering,2021,"58,011","79,431","98,814","58,393","110,012*",—,—
1161,2620,BIO MEDICAL ENGINEERING,2021,"43,347","134,613*",—,"44,303","76,085","54,460",—
1162,2620,BIO TECHNOLOGY,2021,"38,909","86,107","86,282","39,609","75,051",—,—
1163,2620,COMPUTER SCIENCE AND ENGINEERING,2021,"44,092","78,292","94,113","118,041","108,891","64,983","120,194"
1164,2620,Computer Science and Technology,2021,"57,439","98,574","100,372*","85,668","113,293","99,609",—
1165,2620,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"85,231","124,280*",—,"88,809","135,826","101,421",—
1166,2620,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"50,737","108,485",—,"124,820*","135,732*","68,036",—
1167,2620,INFORMATION TECHNOLOGY,2021,"45,710","60,384",—,"47,107","98,144","92,657",—
1168,2621,AERONAUTICAL ENGINEERING,2021,"106,577","136,184*",—,"107,523","119,729*",—,—
1169,2621,CIVIL ENGINEERING,2021,"120,480","136,519*","125,626",—,—,—,—
1170,2621,COMPUTER SCIENCE AND ENGINEERING,2021,"51,155","78,306","96,865",—,"129,528*","58,993",—
1171,2621,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"89,594","127,264","121,125","99,312","115,115*","125,242",—
1172,2621,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"69,084","111,827","114,516","95,846","120,778*",—,—
1173,2621,INFORMATION TECHNOLOGY,2021,"66,484","93,017","104,621","80,107","135,894*","134,449*",—
1174,2621,MECHANICAL ENGINEERING,2021,"123,410","134,787*","126,713*","132,935*",—,—,—
1175,2621,Mechatronics Engineering,2021,"98,150","128,734*",—,"125,546","124,521*",—,—
1176,2622,Artificial Intelligence and Data Science,2021,"41,667","53,150","75,585","68,773","96,300","70,471",—
1177,2622,BIO MEDICAL ENGINEERING,2021,"37,786","78,112","124,715","49,110","111,598","114,491","123,154"
1178,2622,BIO TECHNOLOGY,2021,"33,689","83,310","43,049","63,711","93,864","63,538","125,992"
1179,2622,CHEMICAL ENGINEERING,2021,"41,469","130,671","125,342","48,562","121,513","50,472",—
1180,2622,CIVIL ENGINEERING,2021,"38,411","116,258","38,532","89,481","133,062","109,391",—
1181,2622,COMPUTER SCIENCE AND ENGINEERING,2021,"23,347","43,251","66,501","57,894","117,757","128,671",—
1182,2622,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"40,964","79,043","42,783",—,"116,606",—,—
1183,2622,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"30,279","56,462","118,349","67,274","109,382","70,740","103,471"
1184,2622,INFORMATION TECHNOLOGY,2021,"45,102","55,866","78,517","71,553","122,468","117,439","89,387"
1185,2622,MECHANICAL ENGINEERING,2021,"59,988","121,634",—,"109,366","135,040*","107,457",—
1186,2623,BIO MEDICAL ENGINEERING,2021,"128,058",—,—,—,"128,646*",—,—
1187,2623,COMPUTER SCIENCE AND ENGINEERING,2021,"116,951","133,298*",—,"126,724*","128,382*",—,—
1188,2623,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"127,585","136,752*",—,"136,189*",—,—,—
1189,2623,INFORMATION TECHNOLOGY,2021,"97,112","116,929",—,"119,741",—,—,—
1190,2624,AGRICULTURE ENGINEERING,2021,"120,224","133,141*",—,—,—,"129,206",—
1191,2624,Artificial Intelligence and Data Science,2021,"100,919","135,253*","115,762","113,524","134,065*",—,"117,369"
1192,2624,BIO MEDICAL ENGINEERING,2021,"85,311","118,992*","135,202*",—,"115,194","111,355",—
1193,2624,BIO TECHNOLOGY,2021,"84,271","97,977*",—,"88,235","109,253","91,719",—
1194,2624,CHEMICAL ENGINEERING,2021,"133,483*",—,—,—,—,—,—
1195,2624,COMPUTER SCIENCE AND ENGINEERING,2021,"83,751","123,761",—,"112,130","125,475*","109,526",—
1196,2624,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"136,754*",—,—,—,—,—,—
1197,2624,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"130,428","133,702*","131,042*",—,"136,961*",—,"135,166"
1198,2624,FOOD TECHNOLOGY,2021,"108,453","116,924*","112,819","112,492","130,299*",—,"110,101"
1199,2624,INFORMATION TECHNOLOGY,2021,"92,959","126,678*",—,"113,329","131,643*","113,190",—
1200,2624,MECHANICAL ENGINEERING,2021,"132,435*",—,—,—,—,—,—
1201,2624,PHARMACEUTICAL TECHNOLOGY,2021,"93,873","125,943*",—,—,"119,399","117,396",—
1202,2624,ROBOTICS AND AUTOMATION,2021,—,—,—,—,—,—,—
1203,2625,AGRICULTURE ENGINEERING,2021,"128,222",—,—,—,—,—,—
1204,2625,BIO MEDICAL ENGINEERING,2021,"130,551",—,—,"133,217",—,—,—
1205,2625,CHEMICAL ENGINEERING,2021,"129,486*",—,—,—,—,—,—
1206,2625,CIVIL ENGINEERING,2021,"132,141*",—,—,—,—,—,—
1207,2625,COMPUTER SCIENCE AND ENGINEERING,2021,"134,150",—,—,—,"136,939*",—,"134,895"
1208,2625,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"133,636*",—,—,—,—,—,—
1209,2625,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"135,997*",—,—,—,—,—,—
1210,2625,INFORMATION TECHNOLOGY,2021,"105,945",—,—,"123,785",—,—,—
1211,2625,MECHANICAL ENGINEERING,2021,"133,766*",—,—,—,—,—,—
1212,2627,BIO TECHNOLOGY,2021,"73,865","93,406*",—,—,"100,359","95,388",—
1213,2627,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
1214,2627,COMPUTER SCIENCE AND ENGINEERING,2021,"92,314","131,719*",—,"95,538","117,434","103,138",—
1215,2627,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"136,548*",—,—,—,—,—,—
1216,2627,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"135,370",—,"136,682*",—,—,—,—
1217,2627,MECHANICAL ENGINEERING,2021,"136,594*",—,—,—,—,—,—
1218,2628,AUTOMOBILE ENGINEERING,2021,"132,917*",—,—,—,—,—,—
1219,2628,Artificial Intelligence and Data Science,2021,"49,714","84,810","82,805","64,442","130,828*",—,—
1220,2628,BIO MEDICAL ENGINEERING,2021,"125,033",—,—,"130,294*","132,753*",—,—
1221,2628,COMPUTER SCIENCE AND ENGINEERING,2021,"86,524","111,010","129,535*","97,275","135,896","131,677*","89,813"
1222,2628,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"127,459","135,237*",—,"135,002","136,134*",—,—
1223,2628,MECHANICAL ENGINEERING,2021,"130,072*",—,—,—,—,—,—
1224,2629,INFORMATION TECHNOLOGY,2021,"103,249","125,739",—,"131,339","124,212*","125,714",—
1225,2629,MEDICAL ELECTRONICS ENGINEERING,2021,"107,712","132,240*","124,064*",—,"136,609*","128,561",—
1226,2629,ROBOTICS AND AUTOMATION,2021,—,—,—,—,—,—,—
1227,2630,COMPUTER SCIENCE AND ENGINEERING,2021,"75,361","100,983","77,813*","77,617","130,561","89,179*",—
1228,2630,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"120,157",—,—,"131,221*","131,619*",—,—
1229,2630,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"78,462","131,201","130,152","101,417","130,766","113,142",—
1230,2630,MECHANICAL ENGINEERING,2021,"105,498","132,923*",—,"111,117","119,524*","106,655*",—
1231,2632,BIO MEDICAL ENGINEERING,2021,"93,016","126,978*","132,645","104,278","124,618","126,534",—
1232,2632,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
1233,2632,COMPUTER SCIENCE AND ENGINEERING,2021,"92,736","112,992","135,272","95,861","125,405*",—,"114,454"
1234,2632,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"134,447*",—,—,—,—,—,—
1235,2632,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"120,325","135,196*",—,"128,902","136,553*",—,"130,382"
1236,2632,INFORMATION TECHNOLOGY,2021,"92,684","113,165","136,429*","97,537","106,751*",—,—
1237,2632,MECHANICAL ENGINEERING,2021,"133,252","135,730*","136,818",—,"135,131*","133,260*",—
1238,2633,CIVIL ENGINEERING,2021,—,—,—,—,—,—,—
1239,2633,COMPUTER SCIENCE AND ENGINEERING,2021,"109,638*",—,—,—,—,—,—
1240,2633,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,—,—,—,—,—,—,—
1241,2633,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,—,—,—,—,—,—,—
1242,2633,MECHANICAL ENGINEERING,2021,—,—,—,—,—,—,—
1243,2634,AERONAUTICAL ENGINEERING,2021,"129,045*",—,—,—,—,—,—
1244,2634,AGRICULTURE ENGINEERING,2021,"72,702","122,979*",—,"106,694","135,719","98,874",—
1245,2634,Artificial Intelligence and Data Science,2021,"71,337","107,059",—,"95,625","108,244","72,500",—
1246,2634,BIO MEDICAL ENGINEERING,2021,"81,017","124,119*","121,091",—,"108,557","87,654",—
1247,2634,CIVIL ENGINEERING,2021,"131,210*",—,—,—,—,—,—
1248,2634,COMPUTER SCIENCE AND ENGINEERING,2021,"81,003","110,133","133,761","90,978","128,264*","136,842",—
1249,2634,ELECTRONICS AND COMMUNICATION ENGINEERING,2021,"93,817","123,280*","133,957*","100,978","136,948*",—,—
1250,2634,FOOD TECHNOLOGY,2021,"118,489",—,—,"121,506","136,716*",—,—
1251,2634,INFORMATION TECHNOLOGY,2021,"63,720","86,898","126,393","67,873","135,239","79,798",—
1252,2634,MECHANICAL ENGINEERING,2021,"136,264*",—,—,—,—,—,—
1253,2634,Safety and Fire Engineering,2021,"111,864*",—,—,—,—,—,—
1254,2635,COMPUTER SCIENCE AND ENGINEERING,2021,"134,973*",—,—,—,—,—,—
1255,2635,ELECTRICAL AND ELECTRONICS ENGINEERING,2021,"115,541*",—,—,—,—,—,—
