id,counselling_code,branch,year,allotted,available,fill_rate
3943,2607,MECHANICAL ENGINEERING,2022,27,39,0.6923
3944,2607,Mechatronics Engineering,2022,25,39,0.641
3945,2607,TEXTILE TECHNOLOGY,2022,18,39,0.4615
3946,2608,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,30,34,0.8824
3947,2608,Artificial Intelligence and Machine Learning,2022,28,34,0.8235
3948,2608,CIVIL ENGINEERING,2022,33,45,0.7333
3949,2608,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2022,29,35,0.8286
3950,2608,COMPUTER SCIENCE AND ENGINEERING,2022,67,71,0.9437
3951,2608,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,62,72,0.8611
3952,2608,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,128,142,0.9014
3953,2608,INFORMATION TECHNOLOGY,2022,65,70,0.9286
3954,2608,MECHANICAL ENGINEERING,2022,64,91,0.7033
3955,2609,AERONAUTICAL ENGINEERING,2022,28,35,0.8
3956,2609,AEROSPACE ENGINEERING,2022,20,34,0.5882
3957,2609,AGRICULTURAL ENGINEERING,2022,27,35,0.7714
3958,2609,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,32,35,0.9143
3959,2609,CHEMICAL ENGINEERING,2022,16,35,0.4571
3960,2609,CIVIL ENGINEERING,2022,25,70,0.3571
3961,2609,COMPUTER SCIENCE AND ENGINEERING,2022,100,107,0.9346
3962,2609,Cyber Security,2022,63,80,0.7875
3963,2609,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,58,71,0.8169
3964,2609,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,101,106,0.9528
3965,2609,FOOD TECHNOLOGY,2022,22,35,0.6286
3966,2609,INFORMATION TECHNOLOGY,2022,67,71,0.9437
3967,2609,MECHANICAL ENGINEERING,2022,44,72,0.6111
3968,2609,PHARMACEUTICAL TECHNOLOGY,2022,20,35,0.5714
3969,2610,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,60,73,0.8219
3970,2610,BIO MEDICAL ENGINEERING,2022,35,55,0.6364
3971,2610,BIO TECHNOLOGY,2022,23,55,0.4182
3972,2610,CIVIL ENGINEERING,2022,14,26,0.5385
3973,2610,COMPUTER SCIENCE AND ENGINEERING,2022,104,108,0.963
3974,2610,Computer Science and Engineering (Cyber Security),2022,32,38,0.8421
3975,2610,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,81,103,0.7864
3976,2610,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,101,113,0.8938
3977,2610,INFORMATION TECHNOLOGY,2022,63,66,0.9545
3978,2610,MECHANICAL ENGINEERING,2022,59,109,0.5413
3979,2610,Mechatronics Engineering,2022,16,26,0.6154
3980,2611,AERONAUTICAL ENGINEERING,2022,27,51,0.5294
3981,2611,AGRICULTURAL ENGINEERING,2022,38,52,0.7308
3982,2611,BIO MEDICAL ENGINEERING,2022,48,54,0.8889
3983,2611,BIO TECHNOLOGY,2022,33,55,0.6
3984,2611,CHEMICAL ENGINEERING,2022,19,26,0.7308
3985,2611,CIVIL ENGINEERING,2022,21,81,0.2593
3986,2611,COMPUTER SCIENCE AND ENGINEERING,2022,101,106,0.9528
3987,2611,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2022,32,35,0.9143
3988,2611,Computer Science and Engineering (Internet of Things),2022,38,44,0.8636
3989,2611,Cyber Security,2022,76,81,0.9383
3990,2611,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,39,54,0.7222
3991,2611,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,121,138,0.8768
3992,2611,FOOD TECHNOLOGY,2022,27,55,0.4909
3993,2611,INFORMATION TECHNOLOGY,2022,66,70,0.9429
3994,2611,MECHANICAL ENGINEERING,2022,50,109,0.4587
3995,2611,MECHATRONICS,2022,31,55,0.5636
3996,2611,PHARMACEUTICAL TECHNOLOGY,2022,16,55,0.2909
3997,2611,ROBOTICS AND AUTOMATION,2022,34,54,0.6296
3998,2611,Safety and Fire Engineering,2022,11,55,0.2
3999,2612,CIVIL ENGINEERING,2022,0,23,0.0
4000,2612,COMPUTER SCIENCE AND ENGINEERING,2022,64,76,0.8421
4001,2612,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,9,26,0.3462
4002,2612,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,27,50,0.54
4003,2612,MECHANICAL ENGINEERING,2022,2,71,0.0282
4004,2613,AUTOMOBILE ENGINEERING,2022,8,23,0.3478
4005,2613,CIVIL ENGINEERING,2022,17,26,0.6538
4006,2613,COMPUTER SCIENCE AND ENGINEERING,2022,60,69,0.8696
4007,2613,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,27,35,0.7714
4008,2613,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,44,53,0.8302
4009,2613,INFORMATION TECHNOLOGY,2022,28,35,0.8
4010,2613,MECHANICAL ENGINEERING,2022,32,46,0.6957
4011,2613,Safety and Fire Engineering,2022,16,24,0.6667
4012,2614,CIVIL ENGINEERING,2022,0,35,0.0
4013,2614,COMPUTER SCIENCE AND ENGINEERING,2022,29,50,0.58
4014,2614,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,1,34,0.0294
4015,2614,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,19,35,0.5429
4016,2614,INFORMATION TECHNOLOGY,2022,42,55,0.7636
4017,2614,MECHANICAL ENGINEERING,2022,0,35,0.0
4018,2614,PETRO CHEMICAL TECHNOLOGY,2022,2,18,0.1111
4019,2614,PETROLEUM ENGINEERING,2022,0,18,0.0
4020,2614,TEXTILE CHEMISTRY,2022,4,18,0.2222
4021,2614,TEXTILE TECHNOLOGY,2022,21,35,0.6
4022,2615,CIVIL ENGINEERING,2022,107,107,1.0
4023,2615,COMPUTER SCIENCE AND ENGINEERING,2022,53,53,1.0
4024,2615,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,54,54,1.0
4025,2615,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,51,51,1.0
4026,2615,MECHANICAL ENGINEERING,2022,107,107,1.0
4027,2615,METALLURGICAL ENGINEERING,2022,55,55,1.0
4028,2616,CIVIL ENGINEERING,2022,0,55,0.0
4029,2616,COMPUTER SCIENCE AND ENGINEERING,2022,0,54,0.0
4030,2616,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,0,55,0.0
4031,2616,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,0,55,0.0
4032,2616,ELECTRONICS AND INSTRUMENTATION ENGINEERING,2022,0,27,0.0
4033,2616,INFORMATION TECHNOLOGY,2022,0,25,0.0
4034,2616,MECHANICAL ENGINEERING,2022,0,55,0.0
4035,2617,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,30,35,0.8571
4036,2617,CIVIL ENGINEERING,2022,5,35,0.1429
4037,2617,COMPUTER SCIENCE AND ENGINEERING,2022,44,53,0.8302
4038,2617,Computer Science and Engineering (Cyber Security),2022,28,35,0.8
4039,2617,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,21,54,0.3889
4040,2617,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,38,46,0.8261
4041,2617,INFORMATION TECHNOLOGY,2022,34,34,1.0
4042,2617,MECHANICAL ENGINEERING,2022,6,35,0.1714
4043,2617,MEDICAL ELECTRONICS ENGINEERING,2022,46,90,0.5111
4044,2617,ROBOTICS AND AUTOMATION,2022,5,35,0.1429
4045,2618,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,67,70,0.9571
4046,2618,BIO MEDICAL ENGINEERING,2022,32,35,0.9143
4047,2618,CIVIL ENGINEERING,2022,32,35,0.9143
4048,2618,COMPUTER SCIENCE AND DESIGN,2022,36,36,1.0
4049,2618,COMPUTER SCIENCE AND ENGINEERING,2022,106,106,1.0
4050,2618,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2022,34,34,1.0
4051,2618,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,62,71,0.8732
4052,2618,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,86,89,0.9663
4053,2618,FASHION TECHNOLOGY,2022,29,35,0.8286
4054,2618,INFORMATION TECHNOLOGY,2022,71,71,1.0
4055,2618,MECHANICAL ENGINEERING,2022,64,71,0.9014
4056,2618,Mechatronics Engineering,2022,28,35,0.8
4057,2620,BIO MEDICAL ENGINEERING,2022,41,41,1.0
4058,2620,BIO TECHNOLOGY,2022,41,42,0.9762
4059,2620,COMPUTER SCIENCE AND ENGINEERING,2022,70,70,1.0
4060,2620,Computer Science and Technology,2022,35,35,1.0
4061,2620,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,47,49,0.9592
4062,2620,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,81,81,1.0
4063,2620,INFORMATION TECHNOLOGY,2022,36,36,1.0
4064,2621,AERONAUTICAL ENGINEERING,2022,25,50,0.5
4065,2621,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,47,50,0.94
4066,2621,CIVIL ENGINEERING,2022,17,27,0.6296
4067,2621,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2022,42,50,0.84
4068,2621,COMPUTER SCIENCE AND ENGINEERING,2022,91,95,0.9579
4069,2621,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,42,50,0.84
4070,2621,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,90,104,0.8654
4071,2621,INFORMATION TECHNOLOGY,2022,90,98,0.9184
4072,2621,MECHANICAL ENGINEERING,2022,23,55,0.4182
4073,2621,Mechatronics Engineering,2022,25,50,0.5
4074,2622,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,59,70,0.8429
4075,2622,BIO MEDICAL ENGINEERING,2022,22,36,0.6111
4076,2622,BIO TECHNOLOGY,2022,25,35,0.7143
4077,2622,CHEMICAL ENGINEERING,2022,14,18,0.7778
4078,2622,CIVIL ENGINEERING,2022,9,17,0.5294
4079,2622,COMPUTER AND COMMUNICATION ENGINEERING,2022,14,18,0.7778
4080,2622,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2022,28,35,0.8
4081,2622,COMPUTER SCIENCE AND ENGINEERING,2022,99,106,0.934
4082,2622,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,24,35,0.6857
4083,2622,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,85,106,0.8019
4084,2622,INFORMATION TECHNOLOGY,2022,87,105,0.8286
4085,2622,MECHANICAL ENGINEERING,2022,26,53,0.4906
4086,2623,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,30,40,0.75
4087,2623,BIO MEDICAL ENGINEERING,2022,32,35,0.9143
4088,2623,COMPUTER SCIENCE AND ENGINEERING,2022,94,106,0.8868
4089,2623,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,28,35,0.8
4090,2623,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,60,72,0.8333
4091,2623,INFORMATION TECHNOLOGY,2022,35,35,1.0
4092,2623,MECHANICAL ENGINEERING,2022,29,70,0.4143
4093,2624,AGRICULTURAL ENGINEERING,2022,42,81,0.5185
4094,2624,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,52,55,0.9455
4095,2624,BIO MEDICAL ENGINEERING,2022,48,55,0.8727
4096,2624,BIO TECHNOLOGY,2022,49,91,0.5385
4097,2624,CHEMICAL ENGINEERING,2022,22,55,0.4
4098,2624,COMPUTER SCIENCE AND ENGINEERING,2022,80,81,0.9877
4099,2624,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,16,28,0.5714
4100,2624,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,27,30,0.9
4101,2624,FOOD TECHNOLOGY,2022,27,41,0.6585
4102,2624,INFORMATION TECHNOLOGY,2022,79,81,0.9753
4103,2624,MECHANICAL ENGINEERING,2022,18,31,0.5806
4104,2624,PHARMACEUTICAL TECHNOLOGY,2022,16,27,0.5926
4105,2625,AGRICULTURAL ENGINEERING,2022,26,35,0.7429
4106,2625,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,23,35,0.6571
4107,2625,BIO MEDICAL ENGINEERING,2022,24,35,0.6857
4108,2625,CHEMICAL ENGINEERING,2022,9,18,0.5
4109,2625,CIVIL ENGINEERING,2022,6,18,0.3333
4110,2625,COMPUTER SCIENCE AND ENGINEERING,2022,63,106,0.5943
4111,2625,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,19,35,0.5429
4112,2625,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,13,36,0.3611
4113,2625,INFORMATION TECHNOLOGY,2022,47,72,0.6528
4114,2625,MECHANICAL ENGINEERING,2022,9,35,0.2571
4115,2627,BIO MEDICAL ENGINEERING,2022,32,55,0.5818
4116,2627,BIO TECHNOLOGY,2022,29,55,0.5273
4117,2627,CIVIL ENGINEERING,2022,3,53,0.0566
4118,2627,COMPUTER SCIENCE AND ENGINEERING,2022,40,53,0.7547
4119,2627,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,24,54,0.4444
4120,2627,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,44,55,0.8
4121,2627,INFORMATION TECHNOLOGY,2022,50,54,0.9259
4122,2627,MECHANICAL ENGINEERING,2022,18,55,0.3273
4123,2628,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,32,35,0.9143
4124,2628,AUTOMOBILE ENGINEERING,2022,5,26,0.1923
4125,2628,BIO MEDICAL ENGINEERING,2022,25,55,0.4545
4126,2628,COMPUTER SCIENCE AND ENGINEERING,2022,61,71,0.8592
4127,2628,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2022,37,44,0.8409
4128,2628,Computer Science and Engineering (Cyber Security),2022,28,43,0.6512
4129,2628,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,23,55,0.4182
4130,2628,MECHANICAL ENGINEERING,2022,8,27,0.2963
4131,2630,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,35,35,1.0
4132,2630,COMPUTER SCIENCE AND ENGINEERING,2022,30,36,0.8333
4133,2630,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,28,35,0.8
4134,2630,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,35,35,1.0
4135,2630,MECHANICAL ENGINEERING,2022,13,35,0.3714
4136,2632,BIO MEDICAL ENGINEERING,2022,34,35,0.9714
4137,2632,CIVIL ENGINEERING,2022,1,35,0.0286
4138,2632,COMPUTER SCIENCE AND ENGINEERING,2022,65,71,0.9155
4139,2632,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2022,27,35,0.7714
4140,2632,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,26,35,0.7429
4141,2632,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,68,72,0.9444
4142,2632,INFORMATION TECHNOLOGY,2022,31,35,0.8857
4143,2632,MECHANICAL ENGINEERING,2022,49,69,0.7101
4144,2633,CIVIL ENGINEERING,2022,0,27,0.0
4145,2633,COMPUTER SCIENCE AND ENGINEERING,2022,38,54,0.7037
4146,2633,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,0,55,0.0
4147,2633,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,16,108,0.1481
4148,2633,MECHANICAL ENGINEERING,2022,2,55,0.0364
4149,2634,AERONAUTICAL ENGINEERING,2022,24,35,0.6857
4150,2634,AGRICULTURAL ENGINEERING,2022,22,35,0.6286
4151,2634,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,62,70,0.8857
4152,2634,BIO MEDICAL ENGINEERING,2022,29,35,0.8286
4153,2634,CIVIL ENGINEERING,2022,9,35,0.2571
4154,2634,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2022,26,35,0.7429
4155,2634,COMPUTER SCIENCE AND ENGINEERING,2022,97,106,0.9151
4156,2634,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,26,35,0.7429
4157,2634,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,66,71,0.9296
4158,2634,FOOD TECHNOLOGY,2022,28,35,0.8
4159,2634,INFORMATION TECHNOLOGY,2022,104,106,0.9811
4160,2634,MECHANICAL ENGINEERING,2022,16,35,0.4571
4161,2634,PETRO CHEMICAL TECHNOLOGY,2022,4,36,0.1111
4162,2634,Safety and Fire Engineering,2022,8,18,0.4444
4163,2635,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,22,35,0.6286
4164,2635,BIO MEDICAL ENGINEERING,2022,21,35,0.6
4165,2635,COMPUTER SCIENCE AND ENGINEERING,2022,26,36,0.7222
4166,2635,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,4,18,0.2222
4167,2635,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,12,18,0.6667
4168,2635,MECHANICAL ENGINEERING,2022,6,35,0.1714
4169,2636,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,45,45,1.0
4170,2636,BIO MEDICAL ENGINEERING,2022,47,50,0.94
4171,2636,CIVIL ENGINEERING,2022,34,45,0.7556
4172,2636,COMPUTER SCIENCE AND ENGINEERING,2022,85,85,1.0
4173,2636,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,47,53,0.8868
4174,2636,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,104,105,0.9905
4175,2636,MECHANICAL ENGINEERING,2022,44,55,0.8
4176,2638,COMPUTER SCIENCE AND ENGINEERING,2022,59,106,0.5566
4177,2638,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,28,71,0.3944
4178,2638,INFORMATION TECHNOLOGY,2022,26,35,0.7429
4179,2639,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,32,35,0.9143
4180,2639,COMPUTER SCIENCE AND ENGINEERING,2022,69,70,0.9857
4181,2639,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,12,19,0.6316
4182,2639,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,33,35,0.9429
4183,2639,INFORMATION TECHNOLOGY,2022,33,34,0.9706
4184,2639,MECHANICAL ENGINEERING,2022,10,18,0.5556
4185,2640,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,27,55,0.4909
4186,2640,CIVIL ENGINEERING,2022,3,35,0.0857
4187,2640,COMPUTER SCIENCE AND ENGINEERING,2022,66,108,0.6111
4188,2640,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,12,55,0.2182
4189,2640,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,24,54,0.4444
4190,2640,MECHANICAL ENGINEERING,2022,4,70,0.0571
4191,2641,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,11,27,0.4074
4192,2641,CIVIL ENGINEERING,2022,4,26,0.1538
4193,2641,COMPUTER SCIENCE AND ENGINEERING,2022,43,77,0.5584
4194,2641,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,6,54,0.1111
4195,2641,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,10,50,0.2
4196,2641,INFORMATION TECHNOLOGY,2022,19,26,0.7308
4197,2641,MECHANICAL ENGINEERING,2022,3,54,0.0556
4198,2642,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,42,50,0.84
4199,2642,BIO MEDICAL ENGINEERING,2022,4,55,0.0727
4200,2642,CIVIL ENGINEERING,2022,10,54,0.1852
4201,2642,COMPUTER SCIENCE AND ENGINEERING,2022,33,35,0.9429
4202,2642,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,28,53,0.5283
4203,2642,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,46,50,0.92
4204,2642,INFORMATION TECHNOLOGY,2022,33,35,0.9429
4205,2642,MECHANICAL ENGINEERING,2022,18,55,0.3273
4206,2643,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,51,54,0.9444
4207,2643,COMPUTER SCIENCE AND ENGINEERING,2022,103,108,0.9537
4208,2643,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,36,54,0.6667
4209,2643,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,42,55,0.7636
4210,2646,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,35,49,0.7143
4211,2646,CIVIL ENGINEERING,2022,4,45,0.0889
4212,2646,COMPUTER SCIENCE AND ENGINEERING,2022,50,54,0.9259
4213,2646,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,27,45,0.6
4214,2646,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,35,55,0.6364
4215,2646,MECHANICAL ENGINEERING,2022,23,45,0.5111
4216,2647,COMPUTER SCIENCE AND ENGINEERING,2022,34,53,0.6415
4217,2647,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,1,55,0.0182
4218,2647,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,10,55,0.1818
4219,2647,INFORMATION TECHNOLOGY,2022,21,54,0.3889
4220,2647,MECHANICAL ENGINEERING,2022,1,55,0.0182
4221,2648,AUTOMOBILE ENGINEERING,2022,10,54,0.1852
4222,2648,CIVIL ENGINEERING,2022,4,55,0.0727
4223,2648,COMPUTER SCIENCE AND ENGINEERING,2022,43,44,0.9773
4224,2648,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,27,54,0.5
4225,2648,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,32,54,0.5926
4226,2648,MECHANICAL ENGINEERING,2022,18,55,0.3273
4227,2650,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,45,49,0.9184
4228,2650,CIVIL ENGINEERING,2022,0,22,0.0
4229,2650,COMPUTER SCIENCE AND ENGINEERING,2022,42,48,0.875
4230,2650,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,20,26,0.7692
4231,2650,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,46,52,0.8846
4232,2650,MECHANICAL ENGINEERING,2022,24,55,0.4364
4233,2651,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,38,41,0.9268
4234,2651,CIVIL ENGINEERING,2022,9,35,0.2571
4235,2651,COMPUTER SCIENCE AND ENGINEERING,2022,38,41,0.9268
4236,2651,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,28,54,0.5185
4237,2651,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,48,50,0.96
4238,2651,FASHION TECHNOLOGY,2022,29,55,0.5273
4239,2651,MECHANICAL ENGINEERING,2022,21,35,0.6
4240,2652,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,10,27,0.3704
4241,2652,COMPUTER SCIENCE AND ENGINEERING,2022,26,54,0.4815
4242,2652,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,9,26,0.3462
4243,2652,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,14,28,0.5
4244,2652,INFORMATION TECHNOLOGY,2022,17,25,0.68
4245,2652,MECHANICAL ENGINEERING,2022,3,55,0.0545
4246,2653,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,26,31,0.8387
4247,2653,CIVIL ENGINEERING,2022,16,17,0.9412
4248,2653,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2022,26,31,0.8387
4249,2653,COMPUTER SCIENCE AND ENGINEERING,2022,93,95,0.9789
4250,2653,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,27,31,0.871
4251,2653,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,58,64,0.9062
4252,2653,INFORMATION TECHNOLOGY,2022,28,30,0.9333
4253,2653,MECHANICAL ENGINEERING,2022,48,64,0.75
4254,2656,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,15,18,0.8333
4255,2656,CIVIL ENGINEERING,2022,28,45,0.6222
4256,2656,COMPUTER SCIENCE AND ENGINEERING,2022,33,35,0.9429
4257,2656,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,40,46,0.8696
4258,2656,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,27,35,0.7714
4259,2656,MECHANICAL ENGINEERING,2022,23,45,0.5111
4260,2658,CIVIL ENGINEERING,2022,1,35,0.0286
4261,2658,COMPUTER SCIENCE AND ENGINEERING,2022,23,46,0.5
4262,2658,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,5,35,0.1429
4263,2658,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,15,26,0.5769
4264,2658,MECHANICAL ENGINEERING,2022,2,35,0.0571
4265,2659,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,18,21,0.8571
4266,2659,BIO MEDICAL ENGINEERING,2022,36,41,0.878
4267,2659,BIO TECHNOLOGY,2022,12,17,0.7059
4268,2659,CIVIL ENGINEERING,2022,2,18,0.1111
4269,2659,COMPUTER SCIENCE AND ENGINEERING,2022,37,46,0.8043
4270,2659,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,13,19,0.6842
4271,2659,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,42,49,0.8571
4272,2659,INFORMATION TECHNOLOGY,2022,36,55,0.6545
4273,2659,MECHANICAL ENGINEERING,2022,18,35,0.5143
4274,2661,AGRICULTURAL ENGINEERING,2022,18,18,1.0
4275,2661,CIVIL ENGINEERING,2022,20,27,0.7407
4276,2661,COMPUTER SCIENCE AND ENGINEERING,2022,71,71,1.0
4277,2661,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,41,41,1.0
4278,2661,INFORMATION TECHNOLOGY,2022,34,34,1.0
4279,2665,AERONAUTICAL ENGINEERING,2022,14,35,0.4
4280,2665,CIVIL ENGINEERING,2022,18,35,0.5143
4281,2665,COMPUTER SCIENCE AND ENGINEERING,2022,62,71,0.8732
4282,2665,MECHANICAL ENGINEERING,2022,15,70,0.2143
4283,2673,CIVIL ENGINEERING,2022,10,26,0.3846
4284,2673,COMPUTER SCIENCE AND ENGINEERING,2022,29,35,0.8286
4285,2673,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,25,44,0.5682
4286,2673,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,25,43,0.5814
4287,2673,MECHANICAL ENGINEERING,2022,8,72,0.1111
4288,2683,AGRICULTURAL ENGINEERING,2022,5,45,0.1111
4289,2683,BIO MEDICAL ENGINEERING,2022,25,46,0.5435
4290,2683,COMPUTER SCIENCE AND ENGINEERING,2022,19,45,0.4222
4291,2683,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,10,22,0.4545
4292,2683,INFORMATION TECHNOLOGY,2022,31,46,0.6739
4293,2683,MECHANICAL ENGINEERING,2022,0,22,0.0
4294,2702,AGRICULTURAL ENGINEERING,2022,34,35,0.9714
4295,2702,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2022,72,72,1.0
4296,2702,Artificial Intelligence and Machine Learning,2022,70,71,0.9859
4297,2702,BIO MEDICAL ENGINEERING,2022,31,35,0.8857
4298,2702,BIO TECHNOLOGY,2022,66,71,0.9296
4299,2702,CIVIL ENGINEERING,2022,30,35,0.8571
4300,2702,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2022,35,35,1.0
4301,2702,COMPUTER SCIENCE AND DESIGN,2022,33,35,0.9429
4302,2702,COMPUTER SCIENCE AND ENGINEERING,2022,141,141,1.0
4303,2702,COMPUTER TECHNOLOGY,2022,36,36,1.0
4304,2702,ELECTRICAL AND ELECTRONICS ENGINEERING,2022,34,35,0.9714
4305,2702,ELECTRONICS AND COMMUNICATION ENGINEERING,2022,141,142,0.993
4306,2702,ELECTRONICS AND INSTRUMENTATION ENGINEERING,2022,31,35,0.8857
4307,2702,FASHION TECHNOLOGY,2022,15,18,0.8333
4308,2702,FOOD TECHNOLOGY,2022,30,34,0.8824
