id,counselling_code,branch,year,allotted,available,fill_rate
9475,1211,Computer Science and Engineering (Cyber Security),2024,54,54,1.0
9476,1211,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,53,54,0.9815
9477,1211,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,162,162,1.0
9478,1211,FOOD TECHNOLOGY,2024,27,27,1.0
9479,1211,INFORMATION TECHNOLOGY,2024,135,135,1.0
9480,1211,MECHANICAL ENGINEERING,2024,54,55,0.9818
9481,1211,Mechatronics Engineering,2024,28,28,1.0
9482,1211,ROBOTICS AND AUTOMATION,2024,26,27,0.963
9483,1212,AUTOMOBILE ENGINEERING,2024,0,27,0.0
9484,1212,BIO MEDICAL ENGINEERING,2024,21,55,0.3818
9485,1212,COMPUTER SCIENCE AND ENGINEERING,2024,13,18,0.7222
9486,1212,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,5,28,0.1786
9487,1212,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,15,27,0.5556
9488,1212,MECHANICAL ENGINEERING,2024,1,54,0.0185
9489,1212,PETROLEUM ENGINEERING,2024,3,26,0.1154
9490,1213,BIO MEDICAL ENGINEERING,2024,0,27,0.0
9491,1213,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,0,27,0.0
9492,1213,COMPUTER SCIENCE AND ENGINEERING,2024,0,27,0.0
9493,1213,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,14,0.0
9494,1213,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,0,28,0.0
9495,1213,INFORMATION TECHNOLOGY,2024,0,26,0.0
9496,1216,AGRICULTURAL ENGINEERING,2024,16,17,0.9412
9497,1216,Artificial Intelligence and Data Science,2024,176,177,0.9944
9498,1216,Artificial Intelligence and Machine Learning,2024,104,106,0.9811
9499,1216,BIO MEDICAL ENGINEERING,2024,34,36,0.9444
9500,1216,CHEMICAL ENGINEERING,2024,16,17,0.9412
9501,1216,CIVIL ENGINEERING,2024,16,17,0.9412
9502,1216,COMPUTER SCIENCE AND ENGINEERING,2024,207,211,0.981
9503,1216,Computer Science and Engineering (Cyber Security),2024,34,35,0.9714
9504,1216,Computer Science and Engineering (Internet of Things),2024,32,35,0.9143
9505,1216,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,35,36,0.9722
9506,1216,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,172,177,0.9718
9507,1216,INFORMATION TECHNOLOGY,2024,68,70,0.9714
9508,1216,MECHANICAL ENGINEERING,2024,34,35,0.9714
9509,1217,AUTOMOBILE ENGINEERING,2024,0,19,0.0
9510,1217,Artificial Intelligence and Data Science,2024,16,39,0.4103
9511,1217,BIO MEDICAL ENGINEERING,2024,2,20,0.1
9512,1217,BIO TECHNOLOGY,2024,5,39,0.1282
9513,1217,CIVIL ENGINEERING,2024,0,21,0.0
9514,1217,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,4,35,0.1143
9515,1217,COMPUTER SCIENCE AND ENGINEERING,2024,33,41,0.8049
9516,1217,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,10,19,0.5263
9517,1217,Computer Science and Engineering (Cyber Security),2024,8,20,0.4
9518,1217,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,2,21,0.0952
9519,1217,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,13,81,0.1605
9520,1217,FOOD TECHNOLOGY,2024,6,39,0.1538
9521,1217,INFORMATION TECHNOLOGY,2024,11,35,0.3143
9522,1217,MECHANICAL AND AUTOMATION ENGINEERING,2024,1,21,0.0476
9523,1218,Artificial Intelligence and Data Science,2024,25,35,0.7143
9524,1218,BIO MEDICAL ENGINEERING,2024,1,41,0.0244
9525,1218,CIVIL ENGINEERING,2024,0,23,0.0
9526,1218,COMPUTER SCIENCE AND ENGINEERING,2024,41,68,0.6029
9527,1218,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,1,41,0.0244
9528,1218,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,6,41,0.1463
9529,1218,INFORMATION TECHNOLOGY,2024,15,36,0.4167
9530,1218,MECHANICAL ENGINEERING,2024,1,41,0.0244
9531,1218,Mechatronics Engineering,2024,3,22,0.1364
9532,1218,PHARMACEUTICAL TECHNOLOGY,2024,0,23,0.0
9533,1218,ROBOTICS AND AUTOMATION,2024,1,41,0.0244
9534,1219,Artificial Intelligence and Data Science,2024,64,64,1.0
9535,1219,BIO TECHNOLOGY,2024,26,27,0.963
9536,1219,CHEMICAL ENGINEERING,2024,27,27,1.0
9537,1219,CIVIL ENGINEERING,2024,35,36,0.9722
9538,1219,COMPUTER SCIENCE AND ENGINEERING,2024,106,106,1.0
9539,1219,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,55,55,1.0
9540,1219,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,80,80,1.0
9541,1219,INFORMATION TECHNOLOGY,2024,68,68,1.0
9542,1219,MARINE ENGINEERING,2024,1,23,0.0435
9543,1219,MECHANICAL AND AUTOMATION ENGINEERING,2024,32,32,1.0
9544,1219,MECHANICAL ENGINEERING,2024,27,27,1.0
9545,1219,Mechanical Engineering (Automobile),2024,18,18,1.0
9546,1221,COMPUTER SCIENCE AND ENGINEERING,2024,14,22,0.6364
9547,1221,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,1,22,0.0455
9548,1221,MECHANICAL ENGINEERING,2024,0,41,0.0
9549,1221,MEDICAL ELECTRONICS,2024,1,41,0.0244
9550,1222,AERONAUTICAL ENGINEERING,2024,8,23,0.3478
9551,1222,AUTOMOBILE ENGINEERING,2024,1,27,0.037
9552,1222,Artificial Intelligence and Data Science,2024,10,17,0.5882
9553,1222,CIVIL ENGINEERING,2024,0,14,0.0
9554,1222,COMPUTER SCIENCE AND ENGINEERING,2024,23,64,0.3594
9555,1222,Computer Science and Engineering (Cyber Security),2024,6,24,0.25
9556,1222,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,3,23,0.1304
9557,1222,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,8,45,0.1778
9558,1222,INFORMATION TECHNOLOGY,2024,13,41,0.3171
9559,1222,MECHANICAL ENGINEERING,2024,1,23,0.0435
9560,1225,Artificial Intelligence and Data Science,2024,34,35,0.9714
9561,1225,COMPUTER SCIENCE AND ENGINEERING,2024,34,35,0.9714
9562,1225,Computer Science and Engineering (Cyber Security),2024,34,36,0.9444
9563,1225,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,15,19,0.7895
9564,1225,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,33,36,0.9167
9565,1225,INFORMATION TECHNOLOGY,2024,34,36,0.9444
9566,1225,MECHANICAL ENGINEERING,2024,11,14,0.7857
9567,1226,Artificial Intelligence and Data Science,2024,29,36,0.8056
9568,1226,COMPUTER SCIENCE AND ENGINEERING,2024,68,89,0.764
9569,1226,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,34,55,0.6182
9570,1226,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,31,44,0.7045
9571,1226,INFORMATION TECHNOLOGY,2024,29,35,0.8286
9572,1226,MECHANICAL ENGINEERING,2024,29,53,0.5472
9573,1228,Artificial Intelligence and Data Science,2024,24,35,0.6857
9574,1228,BIO MEDICAL ENGINEERING,2024,1,18,0.0556
9575,1228,COMPUTER SCIENCE AND ENGINEERING,2024,21,36,0.5833
9576,1228,Computer Science and Engineering (Cyber Security),2024,7,35,0.2
9577,1228,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,7,19,0.3684
9578,1228,INFORMATION TECHNOLOGY,2024,9,35,0.2571
9579,1228,ROBOTICS AND AUTOMATION,2024,2,16,0.125
9580,1229,Artificial Intelligence and Data Science,2024,8,41,0.1951
9581,1229,CIVIL ENGINEERING,2024,0,24,0.0
9582,1229,COMPUTER SCIENCE AND ENGINEERING,2024,18,41,0.439
9583,1229,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,1,45,0.0222
9584,1229,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,2,45,0.0444
9585,1229,MECHANICAL ENGINEERING,2024,0,45,0.0
9586,1230,AERONAUTICAL ENGINEERING,2024,10,34,0.2941
9587,1230,Artificial Intelligence and Data Science,2024,25,36,0.6944
9588,1230,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,19,35,0.5429
9589,1230,COMPUTER SCIENCE AND ENGINEERING,2024,21,35,0.6
9590,1230,Computer Science and Engineering (Cyber Security),2024,6,18,0.3333
9591,1230,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,4,18,0.2222
9592,1230,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,22,36,0.6111
9593,1230,MECHANICAL ENGINEERING,2024,0,35,0.0
9594,1232,Artificial Intelligence and Data Science,2024,3,35,0.0857
9595,1232,CIVIL ENGINEERING,2024,0,18,0.0
9596,1232,COMPUTER SCIENCE AND ENGINEERING,2024,5,37,0.1351
9597,1232,Computer Science and Engineering (Cyber Security),2024,2,35,0.0571
9598,1232,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,16,0.0
9599,1232,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,3,36,0.0833
9600,1232,INFORMATION TECHNOLOGY,2024,4,35,0.1143
9601,1232,MECHANICAL ENGINEERING,2024,0,35,0.0
9602,1233,Artificial Intelligence and Data Science,2024,31,34,0.9118
9603,1233,COMPUTER SCIENCE AND ENGINEERING,2024,85,108,0.787
9604,1233,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,16,54,0.2963
9605,1233,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,36,55,0.6545
9606,1233,INFORMATION TECHNOLOGY,2024,28,40,0.7
9607,1233,MECHANICAL ENGINEERING,2024,17,55,0.3091
9608,1235,CIVIL ENGINEERING,2024,0,50,0.0
9609,1235,COMPUTER SCIENCE AND ENGINEERING,2024,6,50,0.12
9610,1235,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,1,51,0.0196
9611,1235,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,1,26,0.0385
9612,1235,INFORMATION TECHNOLOGY,2024,5,13,0.3846
9613,1235,MECHANICAL ENGINEERING,2024,3,22,0.1364
9614,1237,Artificial Intelligence and Data Science,2024,66,69,0.9565
9615,1237,COMPUTER SCIENCE AND ENGINEERING,2024,138,142,0.9718
9616,1237,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,16,18,0.8889
9617,1237,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,64,69,0.9275
9618,1237,INFORMATION TECHNOLOGY,2024,50,52,0.9615
9619,1237,MECHANICAL ENGINEERING,2024,16,23,0.6957
9620,1237,Mechatronics Engineering,2024,19,23,0.8261
9621,1238,Artificial Intelligence and Data Science,2024,60,70,0.8571
9622,1238,BIO MEDICAL ENGINEERING,2024,14,17,0.8235
9623,1238,COMPUTER SCIENCE AND ENGINEERING,2024,65,70,0.9286
9624,1238,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,11,18,0.6111
9625,1238,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,25,35,0.7143
9626,1238,INFORMATION TECHNOLOGY,2024,25,35,0.7143
9627,1238,MECHANICAL ENGINEERING,2024,10,19,0.5263
9628,1241,Artificial Intelligence and Data Science,2024,20,35,0.5714
9629,1241,COMPUTER SCIENCE AND ENGINEERING,2024,42,51,0.8235
9630,1241,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,14,16,0.875
9631,1241,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,10,19,0.5263
9632,1241,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,24,36,0.6667
9633,1241,INFORMATION TECHNOLOGY,2024,19,36,0.5278
9634,1241,MECHANICAL ENGINEERING,2024,7,18,0.3889
9635,1243,Artificial Intelligence and Data Science,2024,15,23,0.6522
9636,1243,CIVIL ENGINEERING,2024,0,27,0.0
9637,1243,COMPUTER SCIENCE AND ENGINEERING,2024,11,23,0.4783
9638,1243,Computer Science and Engineering (Cyber Security),2024,2,27,0.0741
9639,1243,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,27,0.0
9640,1243,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,5,26,0.1923
9641,1243,INFORMATION TECHNOLOGY,2024,5,27,0.1852
9642,1243,MECHANICAL ENGINEERING,2024,0,27,0.0
9643,1301,Artificial Intelligence and Data Science,2024,29,31,0.9355
9644,1301,CIVIL ENGINEERING,2024,6,14,0.4286
9645,1301,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,7,18,0.3889
9646,1301,COMPUTER SCIENCE AND ENGINEERING,2024,25,26,0.9615
9647,1301,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,24,36,0.6667
9648,1301,Computer Science and Engineering (Cyber Security),2024,12,14,0.8571
9649,1301,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,6,14,0.4286
9650,1301,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,24,41,0.5854
9651,1301,Electronics Engineering (VLSI Design and Technology),2024,6,18,0.3333
9652,1301,Electronics and Communication (Advanced Communication Technology),2024,10,18,0.5556
9653,1301,INFORMATION TECHNOLOGY,2024,31,36,0.8611
9654,1301,MECHANICAL ENGINEERING,2024,6,13,0.4615
9655,1303,AGRICULTURAL ENGINEERING,2024,0,36,0.0
9656,1303,Artificial Intelligence and Data Science,2024,63,91,0.6923
9657,1303,BIO TECHNOLOGY,2024,25,51,0.4902
9658,1303,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,28,49,0.5714
9659,1303,COMPUTER SCIENCE AND ENGINEERING,2024,74,98,0.7551
9660,1303,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,11,18,0.6111
9661,1303,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,30,50,0.6
9662,1303,INFORMATION TECHNOLOGY,2024,34,46,0.7391
9663,1303,MECHANICAL ENGINEERING,2024,8,35,0.2286
9664,1304,AUTOMOBILE ENGINEERING,2024,14,14,1.0
9665,1304,Artificial Intelligence and Data Science,2024,105,108,0.9722
9666,1304,BIO MEDICAL ENGINEERING,2024,24,25,0.96
9667,1304,BIO TECHNOLOGY,2024,27,27,1.0
9668,1304,CIVIL ENGINEERING,2024,23,27,0.8519
9669,1304,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,27,27,1.0
9670,1304,COMPUTER SCIENCE AND DESIGN,2024,26,27,0.963
9671,1304,COMPUTER SCIENCE AND ENGINEERING,2024,187,190,0.9842
9672,1304,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,54,55,0.9818
9673,1304,Computer Science and Engineering (Cyber Security),2024,28,28,1.0
9674,1304,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,51,54,0.9444
9675,1304,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,106,109,0.9725
9676,1304,INFORMATION TECHNOLOGY,2024,136,136,1.0
9677,1304,MECHANICAL ENGINEERING,2024,52,54,0.963
9678,1304,ROBOTICS AND AUTOMATION,2024,27,27,1.0
9679,1306,AEROSPACE ENGINEERING,2024,20,21,0.9524
9680,1306,Artificial Intelligence and Data Science,2024,51,54,0.9444
9681,1306,BIO TECHNOLOGY,2024,18,18,1.0
9682,1306,COMPUTER SCIENCE AND ENGINEERING,2024,78,81,0.963
9683,1306,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,26,27,0.963
9684,1306,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,20,21,0.9524
9685,1306,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,70,72,0.9722
9686,1306,INFORMATION TECHNOLOGY,2024,52,55,0.9455
9687,1306,MECHANICAL ENGINEERING,2024,30,36,0.8333
9688,1307,Artificial Intelligence and Data Science,2024,37,37,1.0
9689,1307,BIO MEDICAL ENGINEERING,2024,28,35,0.8
9690,1307,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,16,17,0.9412
9691,1307,COMPUTER SCIENCE AND ENGINEERING,2024,69,70,0.9857
9692,1307,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,33,35,0.9429
9693,1307,Computer Science and Engineering (Cyber Security),2024,35,35,1.0
9694,1307,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,16,18,0.8889
9695,1307,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,34,35,0.9714
9696,1307,INFORMATION TECHNOLOGY,2024,52,54,0.963
9697,1309,Artificial Intelligence and Data Science,2024,70,70,1.0
9698,1309,CIVIL ENGINEERING,2024,43,53,0.8113
9699,1317,Computer Science and Engineering (Cyber Security),2024,27,27,1.0
9700,1317,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,52,55,0.9455
9701,1317,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,77,80,0.9625
9702,1317,INFORMATION TECHNOLOGY,2024,105,108,0.9722
9703,1317,MECHANICAL ENGINEERING,2024,58,64,0.9062
9704,1317,Mechatronics Engineering,2024,21,22,0.9545
9705,1318,Artificial Intelligence and Data Science,2024,10,28,0.3571
9706,1318,CIVIL ENGINEERING,2024,0,27,0.0
9707,1318,COMPUTER SCIENCE AND ENGINEERING,2024,5,54,0.0926
9708,1318,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,7,28,0.25
9709,1318,Computer Science and Engineering (Cyber Security),2024,2,27,0.0741
9710,1318,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,26,0.0
9711,1318,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,1,27,0.037
9712,1318,INFORMATION TECHNOLOGY,2024,4,27,0.1481
9713,1318,MECHANICAL ENGINEERING,2024,0,27,0.0
9714,1319,Artificial Intelligence and Data Science,2024,18,36,0.5
9715,1319,CIVIL ENGINEERING,2024,0,35,0.0
9716,1319,COMPUTER SCIENCE AND ENGINEERING,2024,14,69,0.2029
9717,1319,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,19,0.0
9718,1319,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,2,35,0.0571
9719,1319,ELECTRONICS AND INSTRUMENTATION ENGINEERING,2024,1,18,0.0556
9720,1319,INFORMATION TECHNOLOGY,2024,4,35,0.1143
9721,1319,MECHANICAL ENGINEERING,2024,2,35,0.0571
9722,1321,MANUFACTURING ENGINEERING,2024,54,54,1.0
9723,1321,PLASTIC TECHNOLOGY,2024,53,53,1.0
9724,1322,AERONAUTICAL ENGINEERING,2024,19,45,0.4222
9725,1322,AGRICULTURAL ENGINEERING,2024,6,45,0.1333
9726,1322,Artificial Intelligence and Data Science,2024,113,163,0.6933
9727,1322,BIO MEDICAL ENGINEERING,2024,25,45,0.5556
9728,1322,CIVIL ENGINEERING,2024,4,55,0.0727
9729,1322,COMPUTER SCIENCE AND ENGINEERING,2024,130,199,0.6533
9730,1322,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,19,45,0.4222
9731,1322,Computer Science and Engineering (Cyber Security),2024,26,40,0.65
9732,1322,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,10,55,0.1818
9733,1322,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,34,44,0.7727
9734,1322,FOOD TECHNOLOGY,2024,8,45,0.1778
9735,1322,INFORMATION TECHNOLOGY,2024,81,180,0.45
9736,1322,MECHANICAL ENGINEERING,2024,10,55,0.1818
9737,1324,Artificial Intelligence and Data Science,2024,68,70,0.9714
9738,1324,COMPUTER AND COMMUNICATION ENGINEERING,2024,34,35,0.9714
9739,1324,COMPUTER SCIENCE AND ENGINEERING,2024,140,142,0.9859
9740,1324,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,33,34,0.9706
9741,1324,Computer Science and Engineering (Cyber Security),2024,35,36,0.9722
9742,1324,Computer Science and Engineering (Internet of Things),2024,34,35,0.9714
9743,1324,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,33,35,0.9429
9744,1324,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,69,72,0.9583
9745,1324,INFORMATION TECHNOLOGY,2024,101,105,0.9619
9746,1324,MECHANICAL ENGINEERING,2024,35,36,0.9722
9747,1325,Artificial Intelligence and Data Science,2024,50,54,0.9259
9748,1325,COMPUTER SCIENCE AND ENGINEERING,2024,103,108,0.9537
9749,1325,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,53,55,0.9636
9750,1325,INFORMATION TECHNOLOGY,2024,50,54,0.9259
9751,1325,MECHANICAL ENGINEERING,2024,39,55,0.7091
9752,1333,Artificial Intelligence and Data Science,2024,2,35,0.0571
9753,1333,COMPUTER SCIENCE AND ENGINEERING,2024,1,36,0.0278
9754,1333,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,1,34,0.0294
9755,1333,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,18,0.0
9756,1333,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,2,36,0.0556
9757,1333,MECHANICAL ENGINEERING,2024,0,35,0.0
9758,1335,CIVIL ENGINEERING,2024,0,55,0.0
9759,1335,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,2,54,0.037
9760,1335,Computer Science and Engineering (Cyber Security),2024,4,55,0.0727
9761,1335,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,20,0.0
9762,1335,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,5,25,0.2
9763,1335,MECHANICAL ENGINEERING,2024,0,54,0.0
9764,1339,Artificial Intelligence and Data Science,2024,2,52,0.0385
9765,1339,CIVIL ENGINEERING,2024,0,55,0.0
9766,1339,COMPUTER SCIENCE AND ENGINEERING,2024,7,55,0.1273
9767,1339,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,0,54,0.0
9768,1339,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,1,54,0.0185
9769,1339,MECHANICAL ENGINEERING,2024,0,55,0.0
9770,1399,Artificial Intelligence and Data Science,2024,133,133,1.0
9771,1399,BIO MEDICAL ENGINEERING,2024,27,27,1.0
9772,1399,CIVIL ENGINEERING,2024,14,14,1.0
9773,1399,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,27,27,1.0
9774,1399,COMPUTER SCIENCE AND ENGINEERING,2024,428,428,1.0
9775,1399,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,54,54,1.0
9776,1399,Computer Science and Engineering (Cyber Security),2024,28,28,1.0
9777,1399,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,27,27,1.0
9778,1399,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,107,107,1.0
9779,1399,Electronics Engineering (VLSI Design and Technology),2024,28,28,1.0
9780,1399,Electronics and Communication (Advanced Communication Technology),2024,27,27,1.0
9781,1399,INFORMATION TECHNOLOGY,2024,81,81,1.0
9782,1399,MECHANICAL ENGINEERING,2024,54,54,1.0
9783,1399,Mechatronics Engineering,2024,27,27,1.0
9784,1400,Bachelor of Design,2024,2,14,0.1429
9785,1401,CHEMICAL ENGINEERING,2024,8,32,0.25
9786,1401,CIVIL ENGINEERING,2024,8,50,0.16
9787,1401,COMPUTER SCIENCE AND ENGINEERING,2024,52,54,0.963
9788,1401,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,16,17,0.9412
9789,1401,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,11,45,0.2444
9790,1401,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,39,60,0.65
9791,1401,INFORMATION TECHNOLOGY,2024,31,35,0.8857
9792,1401,MECHANICAL ENGINEERING,2024,7,49,0.1429
9793,1402,COMPUTER SCIENCE AND ENGINEERING,2024,17,35,0.4857
9794,1402,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,2,35,0.0571
9795,1402,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,5,36,0.1389
9796,1402,MECHANICAL ENGINEERING,2024,0,36,0.0
9797,1405,Artificial Intelligence and Data Science,2024,68,70,0.9714
9798,1405,COMPUTER SCIENCE AND ENGINEERING,2024,67,71,0.9437
9799,1405,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,29,35,0.8286
9800,1405,Computer Science and Engineering (Cyber Security),2024,31,35,0.8857
9801,1405,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,4,19,0.2105
9802,1405,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,31,35,0.8857
9803,1405,INFORMATION TECHNOLOGY,2024,33,34,0.9706
9804,1405,MECHANICAL ENGINEERING,2024,6,18,0.3333
9805,1407,AUTOMOBILE ENGINEERING,2024,1,17,0.0588
9806,1407,Artificial Intelligence and Data Science,2024,18,35,0.5143
9807,1407,BIO MEDICAL ENGINEERING,2024,6,17,0.3529
9808,1407,CIVIL ENGINEERING,2024,2,18,0.1111
9809,1407,COMPUTER SCIENCE AND ENGINEERING,2024,19,36,0.5278
9810,1407,Computer Science and Engineering (Cyber Security),2024,9,17,0.5294
9811,1407,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,1,18,0.0556
9812,1407,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,6,17,0.3529
9813,1407,INFORMATION TECHNOLOGY,2024,10,18,0.5556
9814,1407,MARINE ENGINEERING,2024,0,18,0.0
9815,1407,MECHANICAL ENGINEERING,2024,0,18,0.0
9816,1408,Artificial Intelligence and Data Science,2024,67,71,0.9437
9817,1408,Artificial Intelligence and Machine Learning,2024,32,36,0.8889
9818,1408,COMPUTER SCIENCE AND ENGINEERING,2024,98,103,0.9515
9819,1408,Computer Science and Engineering (Cyber Security),2024,34,36,0.9444
9820,1408,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,29,36,0.8056
9821,1408,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,96,105,0.9143
9822,1408,INFORMATION TECHNOLOGY,2024,65,70,0.9286
9823,1408,MECHANICAL ENGINEERING,2024,23,36,0.6389
9824,1409,AUTOMOBILE ENGINEERING,2024,0,26,0.0
9825,1409,Artificial Intelligence and Data Science,2024,34,36,0.9444
9826,1409,BIO MEDICAL ENGINEERING,2024,23,35,0.6571
9827,1409,BIO TECHNOLOGY,2024,24,35,0.6857
9828,1409,CIVIL ENGINEERING,2024,2,26,0.0769
9829,1409,COMPUTER SCIENCE AND ENGINEERING,2024,70,71,0.9859
9830,1409,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,7,18,0.3889
9831,1409,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,34,37,0.9189
9832,1409,MECHANICAL ENGINEERING,2024,5,17,0.2941
9833,1409,ROBOTICS AND AUTOMATION,2024,15,35,0.4286
9834,1411,AERONAUTICAL ENGINEERING,2024,3,14,0.2143
9835,1411,Artificial Intelligence and Data Science,2024,13,18,0.7222
9836,1411,BIO MEDICAL ENGINEERING,2024,9,14,0.6429
9837,1411,BIO TECHNOLOGY,2024,8,14,0.5714
9838,1411,COMPUTER SCIENCE AND BUSSINESS SYSTEM,2024,5,14,0.3571
9839,1411,COMPUTER SCIENCE AND ENGINEERING,2024,23,27,0.8519
9840,1411,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),2024,8,14,0.5714
9841,1411,ELECTRICAL AND ELECTRONICS ENGINEERING,2024,3,13,0.2308
9842,1411,ELECTRONICS AND COMMUNICATION ENGINEERING,2024,6,12,0.5
9843,1411,INFORMATION TECHNOLOGY,2024,9,13,0.6923
9844,1411,MECHANICAL ENGINEERING,2024,2,14,0.1429
9845,1412,Artificial Intelligence and Data Science,2024,104,107,0.972
9846,1412,CIVIL ENGINEERING,2024,23,54,0.4259
